ID,total_incurred_loss,risk_type,currency
12238,5.32,B,EUR
12239,4.81,B,EUR
12240,119.39,B,CNY
12241,9.86,B,USD
12242,84.87,B,CNY
12243,7.63,B,EUR
12244,5.46,B,USD
12245,12.42,B,EUR
12246,8.33,B,USD
12247,90.78,B,CNY
12248,89.91,B,CNY
12249,10.97,B,USD
12250,7.35,B,USD
12251,37.23,B,CNY
12252,68.08,B,CNY
12253,9.23,B,USD
12254,77.26,B,CNY
12255,7.3,B,USD
12256,3.95,B,EUR
12257,102.76,B,CNY
12258,6.88,B,USD
12259,4.93,B,EUR
12260,18.95,B,EUR
12261,2.86,B,USD
12262,77.5,B,CNY
12263,5.9,B,USD
12264,62.06,B,CNY
12265,10.82,B,EUR
12266,9.17,B,USD
12267,8.74,B,USD
12268,7.34,B,EUR
12269,82.72,B,CNY
12270,10.53,B,EUR
12271,3.67,B,USD
12272,7.02,B,USD
12273,92.41,B,CNY
12274,9.13,B,EUR
12275,13.8,B,USD
12276,24.54,B,EUR
12277,8.73,B,EUR
12278,4.71,B,EUR
12279,7.54,B,USD
12280,66.88,B,CNY
12281,11.09,B,USD
12282,17.79,B,USD
12283,7.76,B,USD
12284,6.92,B,EUR
12285,9.93,B,USD
12286,13.54,B,USD
12287,4.03,B,EUR
12288,81.14,B,CNY
12289,29.31,B,CNY
12290,11.41,B,USD
12291,12.43,B,USD
12292,7.96,B,USD
12293,85.58,B,CNY
12294,53.54,B,CNY
12295,5.77,B,EUR
12296,3.84,B,USD
12297,47.98,B,CNY
12298,6.53,B,USD
12299,14.86,B,EUR
12300,4.71,B,USD
12301,7.66,B,USD
12302,13.98,B,EUR
12303,46.84,B,CNY
12304,20.76,B,USD
12305,9.94,B,USD
12306,11.63,B,EUR
12307,5.86,B,USD
12308,8.13,B,USD
12309,8.13,B,EUR
12310,4.66,B,USD
12311,7.19,B,USD
12312,4.68,B,EUR
12313,7.59,B,EUR
12314,37.23,B,CNY
12315,8.58,B,USD
12316,5.34,B,USD
12317,15.04,B,USD
12318,43.68,B,CNY
12319,5.38,B,EUR
12320,100.64,B,CNY
12321,7.62,B,EUR
12322,7.29,B,USD
12323,11.85,B,USD
12324,7.33,B,EUR
12325,17.8,B,USD
12326,13.67,B,USD
12327,6.85,B,USD
12328,29.79,B,CNY
12329,73.32,B,CNY
12330,84.15,B,CNY
12331,5.78,B,USD
12332,7.29,B,USD
12333,81.16,B,CNY
12334,60.53,B,CNY
12335,4.64,B,USD
12336,7.79,B,USD
12337,4.85,B,EUR
12338,12.53,B,USD
12339,54.31,B,CNY
12340,3.83,B,USD
12341,6.24,B,USD
12342,6.61,B,EUR
12343,16.9,B,USD
12344,12.96,B,USD
12345,28.56,B,CNY
12346,4.78,B,EUR
12347,73.53,B,CNY
12348,14.02,B,USD
12349,5.05,B,USD
12350,15.67,B,EUR
12351,7.34,B,USD
12352,12.05,B,EUR
12353,5.46,B,EUR
12354,7.33,B,EUR
12355,12.06,B,USD
12356,7.08,B,USD
12357,4.45,B,EUR
12358,14.77,B,EUR
12359,8.01,B,USD
12360,16.05,B,EUR
12361,9.36,B,USD
12362,46.21,B,CNY
12363,6.35,B,USD
12364,8.26,B,EUR
12365,12.25,B,EUR
12366,12.45,B,USD
12367,10.97,B,USD
12368,89.59,B,CNY
12369,50.43,B,CNY
12370,18.23,B,USD
12371,7.49,B,USD
12372,23.86,B,CNY
12373,8.23,B,EUR
12374,7.47,B,EUR
12375,18.66,B,USD
12376,13.23,B,USD
12377,5.58,B,EUR
12378,5.09,B,EUR
12379,98.95,B,CNY
12380,4.76,B,USD
12381,4.45,B,USD
12382,43.16,B,CNY
12383,5.17,B,USD
12384,9.14,B,USD
12385,8.06,B,USD
12386,7.73,B,USD
12387,6.44,B,EUR
12388,14.51,B,USD
12389,4.43,B,EUR
12390,43.76,B,CNY
12391,9.76,B,USD
12392,61.47,B,CNY
12393,6.29,B,USD
12394,47.22,B,CNY
12395,81.89,B,CNY
12396,10.58,B,USD
12397,6.13,B,USD
12398,8.18,B,USD
12399,11.45,B,EUR
12400,5.18,B,USD
12401,5.62,B,USD
12402,8.26,B,EUR
12403,11.45,B,USD
12404,7.74,B,EUR
12405,17.9,B,USD
12406,10.38,B,EUR
12407,41.52,B,CNY
12408,9.53,B,EUR
12409,7.42,B,EUR
12410,112.09,B,CNY
12411,6.98,B,EUR
12412,45.03,B,CNY
12413,100.26,B,CNY
12414,64.42,B,CNY
12415,10.29,B,EUR
12416,9.18,B,USD
12417,17.56,B,EUR
12418,6.7,B,USD
12419,8.61,B,USD
12420,111.39,B,CNY
12421,7.37,B,USD
12422,8.31,B,EUR
12423,60.1,B,CNY
12424,8.15,B,EUR
12425,64.9,B,CNY
12426,12.26,B,USD
12427,11.49,B,EUR
12428,9.56,B,USD
12429,9.45,B,USD
12430,96.12,B,CNY
12431,8.57,B,USD
12432,7.48,B,USD
12433,6.17,B,USD
12434,8.88,B,USD
12435,7.36,B,USD
12436,11.3,B,USD
12437,6.27,B,USD
12438,62.09,B,CNY
12439,43.35,B,CNY
12440,6.39,B,USD
12441,10.91,B,USD
12442,8.99,B,USD
12443,5.95,B,USD
12444,4.75,B,USD
12445,6.48,B,EUR
12446,10.14,B,EUR
12447,9.99,B,EUR
12448,66.39,B,CNY
12449,3.76,B,USD
12450,9.42,B,EUR
12451,4,B,EUR
12452,35.87,B,CNY
12453,20.8,B,USD
12454,5.63,B,USD
12455,78.15,B,CNY
12456,7.7,B,USD
12457,13.93,B,EUR
12458,6.86,B,USD
12459,73.61,B,CNY
12460,7.05,B,EUR
12461,12.13,B,USD
12462,15.3,B,USD
12463,16.55,B,USD
12464,105.71,B,CNY
12465,49.38,B,CNY
12466,7.99,B,EUR
12467,6.07,B,USD
12468,60.22,B,CNY
12469,7.37,B,USD
12470,59.05,B,CNY
12471,8.69,B,USD
12472,15.14,B,USD
12473,4.85,B,USD
12474,15.87,B,USD
12475,18.49,B,USD
12476,11.05,B,USD
12477,3.74,B,EUR
12478,8.34,B,EUR
12479,4.16,B,EUR
12480,68.85,B,CNY
12481,66.38,B,CNY
12482,8.67,B,EUR
12483,48.58,B,CNY
12484,50.06,B,CNY
12485,8.76,B,USD
12486,13.14,B,USD
12487,12.7,B,EUR
12488,24.61,B,USD
12489,10.13,B,EUR
12490,11.32,B,USD
12491,7.3,B,EUR
12492,9.25,B,USD
12493,7.5,B,USD
12494,7.43,B,USD
12495,9.26,B,USD
12496,8.12,B,EUR
12497,49.16,B,CNY
12498,66.86,B,CNY
12499,17.63,B,USD
12500,10.04,B,USD
12501,10.37,B,EUR
12502,70.21,B,CNY
12503,47.04,B,CNY
12504,4.88,B,USD
12505,8.73,B,USD
12506,7.6,B,EUR
12507,55,B,CNY
12508,82.59,B,CNY
12509,21.21,B,CNY
12510,108.11,B,CNY
12511,36.87,B,CNY
12512,14.47,B,USD
12513,15.67,B,EUR
12514,11.25,B,EUR
12515,49.19,B,CNY
12516,7.28,B,USD
12517,6.16,B,USD
12518,7.72,B,EUR
12519,7.21,B,USD
12520,11.02,B,EUR
12521,6.32,B,EUR
12522,9.14,B,EUR
12523,6.87,B,USD
12524,46.41,B,CNY
12525,12.03,B,USD
12526,12.62,B,USD
12527,34.94,B,CNY
12528,57.92,B,CNY
12529,5.89,B,USD
12530,15.63,B,USD
12531,12.89,B,EUR
12532,14.92,B,USD
12533,12.07,B,USD
12534,3.26,B,USD
12535,8.73,B,USD
12536,10.33,B,USD
12537,6.47,B,EUR
12538,9.09,B,USD
12539,32.04,B,CNY
12540,9.77,B,USD
12541,92.86,B,CNY
12542,71.15,B,CNY
12543,7.65,B,USD
12544,9.9,B,USD
12545,59.65,B,CNY
12546,5.64,B,USD
12547,35.81,B,CNY
12548,3.7,B,USD
12549,8.88,B,EUR
12550,9.65,B,USD
12551,10.24,B,USD
12552,24.75,B,USD
12553,91.4,B,CNY
12554,86.14,B,CNY
12555,10.96,B,USD
12556,4.84,B,EUR
12557,5.7,B,EUR
12558,52.11,B,CNY
12559,62.47,B,CNY
12560,5.42,B,EUR
12561,5.85,B,EUR
12562,10.76,B,USD
12563,13.71,B,EUR
12564,7.37,B,USD
12565,13.34,B,USD
12566,7.92,B,USD
12567,67.03,B,CNY
12568,10.76,B,EUR
12569,11.57,B,EUR
12570,8.84,B,USD
12571,7.52,B,EUR
12572,60.5,B,CNY
12573,6.14,B,USD
12574,30.07,B,CNY
12575,13.52,B,EUR
12576,4.31,B,EUR
12577,7.86,B,USD
12578,6.77,B,USD
12579,5.68,B,EUR
12580,10.2,B,USD
12581,5.07,B,USD
12582,14.71,B,USD
12583,5.83,B,EUR
12584,11.69,B,USD
12585,5.46,B,EUR
12586,5.34,B,USD
12587,4.89,B,EUR
12588,88.59,B,CNY
12589,6.18,B,USD
12590,53.23,B,CNY
12591,11.18,B,USD
12592,78.08,B,CNY
12593,10.23,B,USD
12594,5.34,B,USD
12595,135.94,B,CNY
12596,37.36,B,CNY
12597,3.69,B,EUR
12598,14.4,B,USD
12599,14.13,B,USD
12600,21.54,B,USD
12601,15.83,B,EUR
12602,4.65,B,EUR
12603,49.95,B,CNY
12604,15.36,B,USD
12605,8.76,B,USD
12606,50.33,B,CNY
12607,8.43,B,USD
12608,7.92,B,USD
12609,8.3,B,EUR
12610,9.21,B,USD
12611,49.05,B,CNY
12612,54.68,B,CNY
12613,46.21,B,CNY
12614,7.35,B,USD
12615,18.15,B,USD
12616,14.99,B,USD
12617,3.73,B,USD
12618,7.55,B,USD
12619,5.92,B,EUR
12620,19.18,B,USD
12621,11.53,B,USD
12622,72.37,B,CNY
12623,114.99,B,CNY
12624,51.67,B,CNY
12625,9.88,B,EUR
12626,11.18,B,EUR
12627,7.3,B,USD
12628,10.41,B,EUR
12629,51.3,B,CNY
12630,8.08,B,EUR
12631,11.01,B,USD
12632,5.79,B,USD
12633,4.79,B,USD
12634,12.1,B,EUR
12635,9.56,B,USD
12636,8.41,B,EUR
12637,8.9,B,USD
12638,13.33,B,USD
12639,4.83,B,EUR
12640,10.27,B,USD
12641,11.18,B,USD
12642,64.76,B,CNY
12643,87.94,B,CNY
12644,99.72,B,CNY
12645,13.05,B,USD
12646,83.52,B,CNY
12647,15.5,B,EUR
12648,10.69,B,EUR
12649,54.13,B,CNY
12650,11.93,B,USD
12651,3.66,B,EUR
12652,7.29,B,USD
12653,4.48,B,USD
12654,68.61,B,CNY
12655,50.97,B,CNY
12656,9.01,B,EUR
12657,7.32,B,EUR
12658,10.82,B,USD
12659,6.44,B,USD
12660,9.1,B,EUR
12661,7.1,B,EUR
12662,5.92,B,USD
12663,6.01,B,EUR
12664,12.38,B,USD
12665,8.14,B,USD
12666,72.42,B,CNY
12667,10.7,B,USD
12668,123.13,B,CNY
12669,12,B,USD
12670,6.92,B,USD
12671,10.01,B,USD
12672,35.86,B,CNY
12673,43.94,B,CNY
12674,38.93,B,CNY
12675,8.54,B,EUR
12676,6.12,B,USD
12677,10.79,B,EUR
12678,6.31,B,USD
12679,3.64,B,USD
12680,4.59,B,USD
12681,70.91,B,CNY
12682,30.48,B,USD
12683,12.61,B,USD
12684,5.53,B,EUR
12685,6.52,B,USD
12686,10.01,B,EUR
12687,10.78,B,USD
12688,40.33,B,CNY
12689,8.12,B,USD
12690,4.62,B,USD
12691,126.68,B,CNY
12692,8.48,B,USD
12693,67.13,B,CNY
12694,4.59,B,USD
12695,4.62,B,EUR
12696,63.82,B,CNY
12697,10.04,B,EUR
12698,7.75,B,USD
12699,8.71,B,USD
12700,3.82,B,EUR
12701,9.97,B,EUR
12702,6.05,B,USD
12703,64.21,B,CNY
12704,65.88,B,CNY
12705,55.08,B,CNY
12706,6.58,B,USD
12707,10.46,B,USD
12708,13.08,B,EUR
12709,54.57,B,CNY
12710,61.49,B,CNY
12711,4.5,B,EUR
12712,9.33,B,EUR
12713,42.87,B,CNY
12714,164.21,B,CNY
12715,16.82,B,USD
12716,52.03,B,CNY
12717,10.11,B,USD
12718,10.2,B,USD
12719,59.64,B,CNY
12720,15.63,B,USD
12721,7.4,B,EUR
12722,62.71,B,CNY
12723,11.96,B,USD
12724,9.78,B,USD
12725,8.32,B,EUR
12726,72.57,B,CNY
12727,6.11,B,USD
12728,59.79,B,CNY
12729,11.8,B,USD
12730,6.45,B,USD
12731,10.09,B,USD
12732,6.49,B,USD
12733,84.91,B,CNY
12734,13.63,B,EUR
12735,45.96,B,CNY
12736,13.8,B,EUR
12737,8.87,B,USD
12738,4.35,B,EUR
12739,5.55,B,USD
12740,87.06,B,CNY
12741,15.12,B,USD
12742,50.79,B,CNY
12743,81.17,B,CNY
12744,69.47,B,CNY
12745,54.88,B,CNY
12746,17.19,B,USD
12747,7.31,B,USD
12748,10.29,B,EUR
12749,7.36,B,USD
12750,9.75,B,EUR
12751,6.14,B,EUR
12752,57.88,B,CNY
12753,7.37,B,EUR
12754,48.3,B,CNY
12755,4.49,B,USD
12756,26.88,B,USD
12757,5.33,B,EUR
12758,11.68,B,EUR
12759,5.13,B,USD
12760,8.82,B,USD
12761,6.04,B,EUR
12762,5.51,B,USD
12763,5.63,B,EUR
12764,70.27,B,CNY
12765,20.56,B,USD
12766,5.24,B,USD
12767,12.84,B,USD
12768,7.88,B,USD
12769,4.49,B,USD
12770,9.44,B,USD
12771,8.21,B,USD
12772,8.4,B,EUR
12773,5.96,B,USD
12774,63.3,B,CNY
12775,14.63,B,USD
12776,10.1,B,USD
12777,8.49,B,EUR
12778,8.18,B,USD
12779,5.68,B,USD
12780,12.94,B,USD
12781,10.79,B,USD
12782,6.21,B,EUR
12783,14.51,B,USD
12784,44.94,B,CNY
12785,10.98,B,USD
12786,40.03,B,CNY
12787,63.05,B,CNY
12788,10.4,B,EUR
12789,7.52,B,EUR
12790,58.76,B,CNY
12791,14.42,B,USD
12792,88.07,B,CNY
12793,104.2,B,CNY
12794,5.51,B,USD
12795,5.88,B,USD
12796,6.64,B,USD
12797,5.61,B,USD
12798,9.04,B,USD
12799,4.03,B,EUR
12800,8.92,B,EUR
12801,6.53,B,USD
12802,8.38,B,USD
12803,11.75,B,USD
12804,8.35,B,USD
12805,11.78,B,USD
12806,43.05,B,CNY
12807,7.39,B,USD
12808,15.72,B,USD
12809,149.72,B,CNY
12810,9.09,B,USD
12811,92.44,B,CNY
12812,82.37,B,CNY
12813,50.09,B,CNY
12814,10.08,B,EUR
12815,7.95,B,USD
12816,104.77,B,CNY
12817,4.91,B,USD
12818,9.47,B,EUR
12819,4.65,B,USD
12820,9.15,B,USD
12821,15.58,B,USD
12822,12.45,B,USD
12823,8.18,B,USD
12824,20.08,B,USD
12825,10.53,B,USD
12826,10.93,B,USD
12827,5.43,B,EUR
12828,3.35,B,USD
12829,8.72,B,USD
12830,5.74,B,USD
12831,8.79,B,USD
12832,54.77,B,CNY
12833,74.4,B,CNY
12834,7.57,B,USD
12835,46.35,B,CNY
12836,6.56,B,EUR
12837,89.1,B,CNY
12838,67.1,B,CNY
12839,13.88,B,USD
12840,5.24,B,USD
12841,58.62,B,CNY
12842,18.84,B,USD
12843,11.26,B,USD
12844,7.56,B,USD
12845,57.08,B,CNY
12846,16.79,B,USD
12847,38.51,B,CNY
12848,8.1,B,USD
12849,5.47,B,USD
12850,55.55,B,CNY
12851,5.19,B,USD
12852,9.11,B,USD
12853,121.42,B,CNY
12854,17.6,B,USD
12855,4.34,B,USD
12856,3.34,B,USD
12857,25.4,B,CNY
12858,10.36,B,USD
12859,5.77,B,USD
12860,8.07,B,USD
12861,7.04,B,USD
12862,9,B,USD
12863,8.42,B,USD
12864,68.92,B,CNY
12865,18.3,B,EUR
12866,19.95,B,USD
12867,6.94,B,USD
12868,17.43,B,USD
12869,14.79,B,USD
12870,99.01,B,CNY
12871,8.5,B,EUR
12872,3.33,B,USD
12873,36.01,B,CNY
12874,6.75,B,EUR
12875,69.87,B,CNY
12876,15.03,B,USD
12877,10.95,B,USD
12878,6.25,B,USD
12879,7.37,B,EUR
12880,104.37,B,CNY
12881,7.83,B,USD
12882,33.35,B,CNY
12883,8.2,B,USD
12884,8.48,B,USD
12885,8.05,B,USD
12886,74.16,B,CNY
12887,8.63,B,EUR
12888,108.67,B,CNY
12889,11.92,B,USD
12890,6.39,B,EUR
12891,9.11,B,USD
12892,15.81,B,USD
12893,6.43,B,USD
12894,4.55,B,USD
12895,3.2,B,USD
12896,11.21,B,USD
12897,4.63,B,USD
12898,7.55,B,USD
12899,4.42,B,USD
12900,12.79,B,USD
12901,12.05,B,USD
12902,11.89,B,USD
12903,13.56,B,USD
12904,8.78,B,USD
12905,37.77,B,CNY
12906,9.2,B,USD
12907,107.6,B,CNY
12908,77.24,B,CNY
12909,5.4,B,USD
12910,7.45,B,USD
12911,8.31,B,USD
12912,67.49,B,CNY
12913,18.26,B,EUR
12914,5.49,B,USD
12915,7.52,B,USD
12916,11.73,B,EUR
12917,58.75,B,CNY
12918,7.41,B,USD
12919,113.64,B,CNY
12920,4.51,B,USD
12921,28.14,B,USD
12922,7.24,B,EUR
12923,22.16,B,EUR
12924,10.9,B,EUR
12925,12.29,B,EUR
12926,7.39,B,USD
12927,9.34,B,USD
12928,13.58,B,EUR
12929,59.24,B,CNY
12930,8.76,B,EUR
12931,22.74,B,EUR
12932,104.7,B,CNY
12933,10.84,B,USD
12934,16.54,B,USD
12935,55.83,B,CNY
12936,12.85,B,EUR
12937,12.13,B,USD
12938,8.08,B,EUR
12939,34.43,B,CNY
12940,9.38,B,EUR
12941,125.09,B,CNY
12942,32.25,B,CNY
12943,61.13,B,CNY
12944,5.41,B,EUR
12945,79.03,B,CNY
12946,9.49,B,EUR
12947,35.56,B,CNY
12948,5.11,B,EUR
12949,7.82,B,EUR
12950,82.38,B,CNY
12951,7.66,B,USD
12952,4.89,B,USD
12953,8.05,B,USD
12954,56.57,B,CNY
12955,44.16,B,CNY
12956,5.99,B,USD
12957,6.35,B,USD
12958,13.29,B,USD
12959,51.06,B,CNY
12960,55.48,B,CNY
12961,8.63,B,EUR
12962,46.39,B,CNY
12963,9.12,B,EUR
12964,16.07,B,USD
12965,6.91,B,EUR
12966,18.14,B,USD
12967,98.54,B,CNY
12968,8.59,B,USD
12969,21.87,B,USD
12970,7.5,B,USD
12971,14.76,B,USD
12972,5.76,B,EUR
12973,147.01,B,CNY
12974,12.35,B,USD
12975,68.2,B,CNY
12976,6.35,B,USD
12977,5.92,B,USD
12978,7.11,B,USD
12979,15.66,B,USD
12980,7.06,B,USD
12981,8.72,B,USD
12982,5.81,B,EUR
12983,79.02,B,CNY
12984,13.29,B,EUR
12985,6.86,B,USD
12986,6.03,B,EUR
12987,2.63,B,USD
12988,84.3,B,CNY
12989,34.38,B,CNY
12990,7.1,B,USD
12991,6.3,B,USD
12992,10.9,B,EUR
12993,9.7,B,USD
12994,4.65,B,USD
12995,9.02,B,USD
12996,7.47,B,USD
12997,60.97,B,CNY
12998,5.91,B,USD
12999,60.4,B,CNY
13000,70.8,B,CNY
13001,5.81,B,USD
13002,4.82,B,EUR
13003,6,B,EUR
13004,6.47,B,USD
13005,13.78,B,USD
13006,40.16,B,CNY
13007,69.42,B,CNY
13008,6.8,B,USD
13009,9.85,B,USD
13010,7.55,B,USD
13011,11.21,B,EUR
13012,9.16,B,USD
13013,6.79,B,USD
13014,12.62,B,USD
13015,12.78,B,USD
13016,8.2,B,USD
13017,9.67,B,EUR
13018,5.84,B,EUR
13019,66.22,B,CNY
13020,15.21,B,EUR
13021,54.8,B,CNY
13022,11.95,B,EUR
13023,7.71,B,EUR
13024,14.46,B,USD
13025,12.25,B,USD
13026,70.41,B,CNY
13027,7.37,B,USD
13028,10.18,B,EUR
13029,7.54,B,USD
13030,93.51,B,CNY
13031,10.88,B,USD
13032,7.54,B,EUR
13033,72.79,B,CNY
13034,8.48,B,USD
13035,11.01,B,USD
13036,6.46,B,EUR
13037,6.54,B,EUR
13038,3.83,B,USD
13039,8.42,B,EUR
13040,77.49,B,CNY
13041,12.57,B,EUR
13042,13.05,B,USD
13043,7.42,B,USD
13044,51.42,B,CNY
13045,13.74,B,USD
13046,42.99,B,CNY
13047,11.95,B,USD
13048,5.32,B,USD
13049,5.15,B,USD
13050,134.78,B,CNY
13051,8.34,B,EUR
13052,37.43,B,CNY
13053,11.08,B,USD
13054,11.95,B,EUR
13055,52,B,CNY
13056,107.88,B,CNY
13057,103.39,B,CNY
13058,5.13,B,USD
13059,14.47,B,USD
13060,64.16,B,CNY
13061,11.71,B,USD
13062,62.68,B,CNY
13063,15.42,B,USD
13064,4.36,B,USD
13065,7.69,B,USD
13066,85,B,CNY
13067,58.84,B,CNY
13068,5.97,B,USD
13069,14.65,B,USD
13070,66.52,B,CNY
13071,7.63,B,EUR
13072,6.39,B,USD
13073,8.08,B,EUR
13074,10.72,B,USD
13075,8.39,B,EUR
13076,84.81,B,CNY
13077,63.25,B,CNY
13078,11.19,B,EUR
13079,86.53,B,CNY
13080,10.3,B,USD
13081,6.38,B,USD
13082,5.03,B,EUR
13083,12.46,B,EUR
13084,54.84,B,CNY
13085,11.76,B,EUR
13086,12.77,B,USD
13087,7.34,B,USD
13088,48.87,B,CNY
13089,13.16,B,USD
13090,6.66,B,USD
13091,6.71,B,USD
13092,83.38,B,CNY
13093,4.92,B,USD
13094,5.41,B,USD
13095,11.16,B,USD
13096,14.44,B,USD
13097,17.4,B,EUR
13098,7.25,B,EUR
13099,62.63,B,CNY
13100,8.95,B,USD
13101,64.87,B,CNY
13102,7.58,B,USD
13103,5.58,B,EUR
13104,5.74,B,USD
13105,15.87,B,USD
13106,6.05,B,USD
13107,5.78,B,EUR
13108,9.49,B,USD
13109,18.98,B,USD
13110,12.54,B,USD
13111,5.01,B,EUR
13112,13.32,B,USD
13113,9.3,B,USD
13114,7.87,B,USD
13115,73.51,B,CNY
13116,13.3,B,USD
13117,7.62,B,USD
13118,11.27,B,EUR
13119,2.69,B,EUR
13120,7.15,B,EUR
13121,5.49,B,USD
13122,8.17,B,USD
13123,10,B,USD
13124,62.33,B,CNY
13125,4.56,B,EUR
13126,7.58,B,USD
13127,5.6,B,USD
13128,155.82,B,CNY
13129,8.91,B,USD
13130,9.81,B,USD
13131,4.29,B,EUR
13132,9.86,B,EUR
13133,10.6,B,EUR
13134,5.3,B,EUR
13135,15.15,B,USD
13136,37.03,B,CNY
13137,70.89,B,CNY
13138,4.54,B,EUR
13139,7.12,B,EUR
13140,11.24,B,USD
13141,42.2,B,CNY
13142,70.56,B,CNY
13143,30.94,B,CNY
13144,10.89,B,EUR
13145,5.07,B,EUR
13146,12.33,B,EUR
13147,16.76,B,USD
13148,44.25,B,CNY
13149,7.32,B,USD
13150,6.24,B,USD
13151,59.35,B,CNY
13152,60.05,B,CNY
13153,43.4,B,CNY
13154,6.3,B,USD
13155,5,B,EUR
13156,70.84,B,CNY
13157,5.13,B,EUR
13158,8.7,B,USD
13159,9.63,B,USD
13160,8.14,B,USD
13161,76.83,B,CNY
13162,12.39,B,USD
13163,58.69,B,CNY
13164,8.55,B,EUR
13165,34.21,B,CNY
13166,6.39,B,USD
13167,9.13,B,USD
13168,7.33,B,USD
13169,6.4,B,EUR
13170,10.94,B,USD
13171,7.46,B,USD
13172,64.12,B,CNY
13173,5.51,B,EUR
13174,80.16,B,CNY
13175,11.29,B,EUR
13176,5.27,B,EUR
13177,18.64,B,USD
13178,5.25,B,USD
13179,15.42,B,USD
13180,28.23,B,USD
13181,10.96,B,EUR
13182,70.88,B,CNY
13183,96.25,B,CNY
13184,8.35,B,USD
13185,8.69,B,EUR
13186,10.51,B,USD
13187,12.58,B,USD
13188,10.5,B,USD
13189,4.93,B,EUR
13190,10.26,B,USD
13191,42.01,B,CNY
13192,10.16,B,USD
13193,12.04,B,USD
13194,11.79,B,USD
13195,4.73,B,USD
13196,13.05,B,USD
13197,13.3,B,USD
13198,58.13,B,CNY
13199,9.3,B,USD
13200,10.4,B,USD
13201,11.41,B,EUR
13202,58.96,B,CNY
13203,12.47,B,USD
13204,6.18,B,EUR
13205,68.82,B,CNY
13206,11.61,B,USD
13207,45.84,B,CNY
13208,10.4,B,USD
13209,8.44,B,EUR
13210,18.05,B,USD
13211,4.79,B,EUR
13212,59.17,B,CNY
13213,6.84,B,USD
13214,7.7,B,EUR
13215,10.08,B,EUR
13216,11.43,B,USD
13217,8.15,B,EUR
13218,69.28,B,CNY
13219,10.12,B,EUR
13220,9.56,B,EUR
13221,8.82,B,USD
13222,4.67,B,USD
13223,59.96,B,CNY
13224,12.03,B,EUR
13225,6.68,B,USD
13226,6.97,B,EUR
13227,83.2,B,CNY
13228,6.58,B,USD
13229,12.96,B,EUR
13230,90.26,B,CNY
13231,12.79,B,USD
13232,8.08,B,USD
13233,6.3,B,USD
13234,76.53,B,CNY
13235,9.38,B,EUR
13236,6.44,B,EUR
13237,8.65,B,USD
13238,5.91,B,USD
13239,16.95,B,USD
13240,12.79,B,USD
13241,11.62,B,EUR
13242,81.07,B,CNY
13243,45.09,B,CNY
13244,8.09,B,USD
13245,78.02,B,CNY
13246,10.77,B,EUR
13247,116.91,B,CNY
13248,10.04,B,USD
13249,7.07,B,EUR
13250,18.22,B,USD
13251,8.78,B,EUR
13252,7.78,B,USD
13253,15.99,B,USD
13254,16.58,B,USD
13255,23.7,B,USD
13256,71.17,B,CNY
13257,6.76,B,USD
13258,5.1,B,USD
13259,20.48,B,USD
13260,12.43,B,EUR
13261,5.68,B,EUR
13262,84.18,B,CNY
13263,6.62,B,USD
13264,11.58,B,USD
13265,73.13,B,CNY
13266,21,B,USD
13267,8,B,USD
13268,15.41,B,EUR
13269,7.88,B,EUR
13270,66.7,B,CNY
13271,12.81,B,USD
13272,6.66,B,USD
13273,7.68,B,USD
13274,26.93,B,CNY
13275,60.95,B,CNY
13276,8.68,B,USD
13277,25.54,B,EUR
13278,5.62,B,USD
13279,12.1,B,EUR
13280,10.65,B,USD
13281,98.49,B,CNY
13282,7.82,B,EUR
13283,11.27,B,USD
13284,6.59,B,USD
13285,164.87,B,CNY
13286,15.36,B,EUR
13287,6.64,B,USD
13288,6.4,B,USD
13289,10.99,B,USD
13290,8.3,B,EUR
13291,42.54,B,CNY
13292,6.93,B,USD
13293,8.18,B,EUR
13294,14.73,B,EUR
13295,10.65,B,USD
13296,22.94,B,USD
13297,102.31,B,CNY
13298,8.62,B,EUR
13299,9.29,B,USD
13300,15.76,B,USD
13301,8.06,B,EUR
13302,12.89,B,USD
13303,60.5,B,CNY
13304,53.4,B,CNY
13305,8.53,B,EUR
13306,9.96,B,USD
13307,11.09,B,USD
13308,21.42,B,EUR
13309,18.46,B,USD
13310,3.96,B,EUR
13311,7.36,B,EUR
13312,10.63,B,USD
13313,189.84,B,CNY
13314,8.43,B,EUR
13315,10.89,B,USD
13316,7.34,B,USD
13317,80.3,B,CNY
13318,13.76,B,EUR
13319,6.76,B,USD
13320,47.25,B,CNY
13321,14.4,B,EUR
13322,47.39,B,CNY
13323,77.72,B,CNY
13324,17.81,B,EUR
13325,13.21,B,USD
13326,12.08,B,USD
13327,10.28,B,USD
13328,5.03,B,USD
13329,27.54,B,CNY
13330,8.53,B,USD
13331,15.8,B,USD
13332,5.61,B,USD
13333,4.99,B,USD
13334,9.68,B,EUR
13335,61.64,B,CNY
13336,61.62,B,CNY
13337,16.05,B,USD
13338,53.68,B,CNY
13339,6.38,B,EUR
13340,3.11,B,USD
13341,8.18,B,EUR
13342,36.38,B,CNY
13343,12.44,B,USD
13344,12.32,B,EUR
13345,3.31,B,USD
13346,60.83,B,CNY
13347,7.75,B,USD
13348,40.45,B,CNY
13349,11.06,B,USD
13350,83.44,B,CNY
13351,4.73,B,USD
13352,12.98,B,EUR
13353,6.97,B,EUR
13354,3.48,B,USD
13355,15.83,B,USD
13356,7.19,B,USD
