ID,total_incurred_loss,risk_type,currency
2353,10.4,A,EUR
2354,8.5,A,EUR
2355,10.5,A,USD
2356,11.2,A,USD
2357,6.6,A,EUR
2358,10.1,A,EUR
2359,10.9,A,USD
2360,8.8,A,EUR
2361,11.2,A,USD
2362,49.9,A,CNY
2363,11.4,A,USD
2364,9.2,A,EUR
2365,8.4,A,EUR
2366,8.8,A,USD
2367,9.8,A,USD
2368,64.9,A,CNY
2369,72.8,A,CNY
2370,11.6,A,USD
2371,9.5,A,USD
2372,60.9,A,CNY
2373,7.4,A,EUR
2374,8.5,A,EUR
2375,9.2,A,USD
2376,13.8,A,USD
2377,10.1,A,EUR
2378,10.3,A,EUR
2379,88,A,CNY
2380,9.7,A,USD
2381,12.1,A,USD
2382,73.5,A,CNY
2383,10.3,A,USD
2384,11.3,A,USD
2385,13.7,A,USD
2386,9.1,A,USD
2387,9.8,A,EUR
2388,8.4,A,USD
2389,8,A,EUR
2390,76.1,A,CNY
2391,10.8,A,USD
2392,65,A,CNY
2393,10.6,A,USD
2394,52.4,A,CNY
2395,71.6,A,CNY
2396,9.5,A,USD
2397,11.2,A,USD
2398,10.5,A,USD
2399,7.1,A,EUR
2400,8.6,A,USD
2401,10.2,A,USD
2402,8.1,A,EUR
2403,11.7,A,USD
2404,7.4,A,EUR
2405,8.9,A,USD
2406,11,A,EUR
2407,68.5,A,CNY
2408,8.4,A,EUR
2409,9.6,A,EUR
2410,67.4,A,CNY
2411,8,A,EUR
2412,72.2,A,CNY
2413,69.2,A,CNY
2414,74.1,A,CNY
2415,10.2,A,EUR
2416,11.7,A,USD
2417,10.7,A,EUR
2418,13.2,A,USD
2419,7.8,A,USD
2420,58.9,A,CNY
2421,8.5,A,USD
2422,10.4,A,EUR
2423,64.7,A,CNY
2424,6.8,A,EUR
2425,56.4,A,CNY
2426,11.4,A,USD
2427,9.1,A,EUR
2428,11.3,A,USD
2429,9.9,A,USD
2430,62.2,A,CNY
2431,11,A,USD
2432,12.9,A,USD
2433,10.6,A,USD
2434,14.2,A,USD
2435,9.9,A,USD
2436,8.9,A,USD
2437,9.3,A,USD
2438,60.1,A,CNY
2439,69.7,A,CNY
2440,9.4,A,USD
2441,10.6,A,USD
2442,8,A,USD
2443,9.2,A,USD
2444,10.8,A,USD
2445,8.9,A,EUR
2446,5.4,A,EUR
2447,9.1,A,EUR
2448,81.4,A,CNY
2449,8.6,A,USD
2450,9.5,A,EUR
2451,9.2,A,EUR
2452,69.6,A,CNY
2453,10.3,A,USD
2454,14.6,A,USD
2455,76.6,A,CNY
2456,9,A,USD
2457,8.9,A,EUR
2458,8.9,A,USD
2459,62.7,A,CNY
2460,9.7,A,EUR
2461,9.8,A,USD
2462,10.5,A,USD
2463,11,A,USD
2464,58.9,A,CNY
2465,62.7,A,CNY
2466,9.9,A,EUR
2467,10.2,A,USD
2468,77.5,A,CNY
2469,10,A,USD
2470,71,A,CNY
2471,10.7,A,USD
2472,9.2,A,USD
2473,10.1,A,USD
2474,12.4,A,USD
2475,11.3,A,USD
2476,9.4,A,USD
2477,7.3,A,EUR
2478,9.7,A,EUR
2479,6.8,A,EUR
2480,52.2,A,CNY
2481,59.3,A,CNY
2482,8.4,A,EUR
2483,87.6,A,CNY
2484,60.6,A,CNY
2485,11.3,A,USD
2486,8.4,A,USD
2487,8.6,A,EUR
2488,11,A,USD
2489,8.7,A,EUR
2490,8.8,A,USD
2491,8.2,A,EUR
2492,9.1,A,USD
2493,9.7,A,USD
2494,9.5,A,USD
2495,10.8,A,USD
2496,9.3,A,EUR
2497,81.1,A,CNY
2498,58.4,A,CNY
2499,10,A,USD
2500,8.1,A,USD
2501,11.3,A,EUR
2502,61.5,A,CNY
2503,52.5,A,CNY
2504,12,A,USD
2505,8.5,A,USD
2506,6.3,A,EUR
2507,57.6,A,CNY
2508,72.7,A,CNY
2509,74.8,A,CNY
2510,66.6,A,CNY
2511,50.4,A,CNY
2512,6.3,A,USD
2513,8.4,A,EUR
2514,10.9,A,EUR
2515,69.7,A,CNY
2516,10.3,A,USD
2517,9.8,A,USD
2518,7.5,A,EUR
2519,12,A,USD
2520,8.7,A,EUR
2521,7.6,A,EUR
2522,10.6,A,EUR
2523,12.3,A,USD
2524,67.8,A,CNY
2525,8.9,A,USD
2526,11.1,A,USD
2527,68.1,A,CNY
2528,75.5,A,CNY
2529,10.9,A,USD
2530,10.8,A,USD
2531,9.8,A,EUR
2532,10.4,A,USD
2533,7.4,A,USD
2534,8.2,A,USD
2535,8.1,A,USD
2536,7.5,A,USD
2537,11,A,EUR
2538,10.8,A,USD
2539,65.7,A,CNY
2540,7,A,USD
2541,73,A,CNY
2542,75,A,CNY
2543,10.2,A,USD
2544,9.1,A,USD
2545,73.1,A,CNY
2546,10.2,A,USD
2547,59.6,A,CNY
2548,12.2,A,USD
2549,10.6,A,EUR
2550,10.9,A,USD
2551,6.7,A,USD
2552,10.4,A,USD
2553,76.1,A,CNY
2554,66.1,A,CNY
2555,10.3,A,USD
2556,9.3,A,EUR
2557,10.5,A,EUR
2558,59.8,A,CNY
2559,42,A,CNY
2560,10.6,A,EUR
2561,7.1,A,EUR
2562,6.3,A,USD
2563,7.3,A,EUR
2564,10.1,A,USD
2565,11.7,A,USD
2566,11.5,A,USD
2567,67.2,A,CNY
2568,5.7,A,EUR
2569,10.6,A,EUR
2570,8.2,A,USD
2571,8.9,A,EUR
2572,55.7,A,CNY
2573,10,A,USD
2574,80.8,A,CNY
2575,10.1,A,EUR
2576,8.1,A,EUR
2577,11.7,A,USD
2578,10.7,A,USD
2579,9,A,EUR
2580,10.4,A,USD
2581,9.2,A,USD
2582,9.1,A,USD
2583,9.7,A,EUR
2584,10.1,A,USD
2585,9.8,A,EUR
2586,8.1,A,USD
2587,9.9,A,EUR
2588,89,A,CNY
2589,9.5,A,USD
2590,57.3,A,CNY
2591,7.9,A,USD
2592,43,A,CNY
2593,9.9,A,USD
2594,9.4,A,USD
2595,76.6,A,CNY
2596,74.5,A,CNY
2597,9.1,A,EUR
2598,10.9,A,USD
2599,9.5,A,USD
2600,12.5,A,USD
2601,9.1,A,EUR
2602,8.7,A,EUR
2603,67.4,A,CNY
2604,8.3,A,USD
2605,9.7,A,USD
2606,70.3,A,CNY
2607,6.8,A,USD
2608,13,A,USD
2609,7.9,A,EUR
2610,10.3,A,USD
2611,27.6,A,CNY
2612,74.7,A,CNY
2613,57.7,A,CNY
2614,9.7,A,USD
2615,10.6,A,USD
2616,8.5,A,USD
2617,9.2,A,USD
2618,9.8,A,USD
2619,7.4,A,EUR
2620,9.9,A,USD
2621,10,A,USD
2622,85.8,A,CNY
2623,73.9,A,CNY
2624,72.2,A,CNY
2625,8.7,A,EUR
2626,10.4,A,EUR
2627,9.7,A,USD
2628,7.7,A,EUR
2629,68.9,A,CNY
2630,9.5,A,EUR
2631,7.4,A,USD
2632,8.8,A,USD
2633,10.7,A,USD
2634,7.8,A,EUR
2635,9.8,A,USD
2636,9.3,A,EUR
2637,9.6,A,USD
2638,11.8,A,USD
2639,8.5,A,EUR
2640,10.8,A,USD
2641,8.8,A,USD
2642,59.8,A,CNY
2643,68.7,A,CNY
2644,67.2,A,CNY
2645,8.6,A,USD
2646,46.6,A,CNY
2647,8,A,EUR
2648,8.3,A,EUR
2649,55,A,CNY
2650,9.1,A,USD
2651,10.4,A,EUR
2652,9.6,A,USD
2653,12.1,A,USD
2654,73.6,A,CNY
2655,68.5,A,CNY
2656,10,A,EUR
2657,10.3,A,EUR
2658,8.3,A,USD
2659,10.9,A,USD
2660,8.5,A,EUR
2661,6.5,A,EUR
2662,10.8,A,USD
2663,8.4,A,EUR
2664,9.4,A,USD
2665,9.9,A,USD
2666,56.6,A,CNY
2667,11.5,A,USD
2668,71.4,A,CNY
2669,8.8,A,USD
2670,9.6,A,USD
2671,12.5,A,USD
2672,68,A,CNY
2673,77.3,A,CNY
2674,76.7,A,CNY
2675,12.4,A,EUR
2676,9.6,A,USD
2677,9.6,A,EUR
2678,10.4,A,USD
2679,11.5,A,USD
2680,12.4,A,USD
2681,63.8,A,CNY
2682,10.4,A,USD
2683,9.2,A,USD
2684,11.5,A,EUR
2685,8.9,A,USD
2686,6.8,A,EUR
2687,9.7,A,USD
2688,50.9,A,CNY
2689,9.1,A,USD
2690,9.1,A,USD
2691,55.2,A,CNY
2692,8.2,A,USD
2693,69.8,A,CNY
2694,8.2,A,USD
2695,9.2,A,EUR
2696,60.4,A,CNY
2697,9.3,A,EUR
2698,9.3,A,USD
2699,9.9,A,USD
2700,10.3,A,EUR
2701,8.5,A,EUR
2702,8.5,A,USD
2703,72.7,A,CNY
2704,65.5,A,CNY
2705,69.5,A,CNY
2706,11.9,A,USD
2707,10.3,A,USD
2708,9.7,A,EUR
2709,74,A,CNY
2710,60.4,A,CNY
2711,7.1,A,EUR
2712,7.1,A,EUR
2713,82.8,A,CNY
2714,51.4,A,CNY
2715,10.1,A,USD
2716,61.3,A,CNY
2717,9.2,A,USD
2718,8.5,A,USD
2719,77.9,A,CNY
2720,8.9,A,USD
2721,9.5,A,EUR
2722,92.7,A,CNY
2723,12.1,A,USD
2724,10.1,A,USD
2725,10.4,A,EUR
2726,62,A,CNY
2727,13,A,USD
2728,84.8,A,CNY
2729,8.9,A,USD
2730,10.4,A,USD
2731,11.9,A,USD
2732,8.9,A,USD
2733,62.5,A,CNY
2734,10.9,A,EUR
2735,64.2,A,CNY
2736,10,A,EUR
2737,10.5,A,USD
2738,9.7,A,EUR
2739,9.4,A,USD
2740,51.7,A,CNY
2741,9.3,A,USD
2742,81.2,A,CNY
2743,75.1,A,CNY
2744,70.7,A,CNY
2745,56.3,A,CNY
2746,9.6,A,USD
2747,8.6,A,USD
2748,10.8,A,EUR
2749,9.7,A,USD
2750,10.6,A,EUR
2751,10.5,A,EUR
2752,76.2,A,CNY
2753,6.9,A,EUR
2754,65.2,A,CNY
2755,10.6,A,USD
2756,9.5,A,USD
2757,5.9,A,EUR
2758,8.5,A,EUR
2759,11.5,A,USD
2760,10.3,A,USD
2761,7.2,A,EUR
2762,10.4,A,USD
2763,10,A,EUR
2764,79.5,A,CNY
2765,8.6,A,USD
2766,9.1,A,USD
2767,11.8,A,USD
2768,9.4,A,USD
2769,13.4,A,USD
2770,10.5,A,USD
2771,8.7,A,USD
2772,8.5,A,EUR
2773,8.3,A,USD
2774,83.7,A,CNY
2775,10.6,A,USD
2776,10.9,A,USD
2777,9.6,A,EUR
2778,12.3,A,USD
2779,11,A,USD
2780,11.1,A,USD
2781,12.3,A,USD
2782,9.6,A,EUR
2783,7.1,A,USD
2784,59.1,A,CNY
2785,10.3,A,USD
2786,77.7,A,CNY
2787,56.5,A,CNY
2788,10.7,A,EUR
2789,9.4,A,EUR
2790,82.7,A,CNY
2791,12.2,A,USD
2792,89.4,A,CNY
2793,61.8,A,CNY
2794,12.3,A,USD
2795,5.8,A,USD
2796,10.3,A,USD
2797,11.8,A,USD
2798,11.3,A,USD
2799,9.1,A,EUR
2800,8.9,A,EUR
2801,10.2,A,USD
2802,10.9,A,USD
2803,11.2,A,USD
2804,9.7,A,USD
2805,10.1,A,USD
2806,70,A,CNY
2807,9,A,USD
2808,10,A,USD
2809,58.3,A,CNY
2810,10.2,A,USD
2811,68.2,A,CNY
2812,79.3,A,CNY
2813,82.6,A,CNY
2814,8.3,A,EUR
2815,7.7,A,USD
2816,64.9,A,CNY
2817,10.6,A,USD
2818,8.2,A,EUR
2819,8.6,A,USD
2820,8.1,A,USD
2821,12,A,USD
2822,9.9,A,USD
2823,9.5,A,USD
2824,10.7,A,USD
2825,8.4,A,USD
2826,9.2,A,USD
2827,6.6,A,EUR
2828,10.8,A,USD
2829,7.7,A,USD
2830,11.2,A,USD
2831,11.6,A,USD
2832,59.5,A,CNY
2833,52.7,A,CNY
2834,9.1,A,USD
2835,74.1,A,CNY
2836,10.1,A,EUR
2837,55.8,A,CNY
2838,58.2,A,CNY
2839,11.6,A,USD
2840,9.1,A,USD
2841,76.5,A,CNY
2842,10.8,A,USD
2843,12.6,A,USD
2844,7.9,A,USD
2845,73.9,A,CNY
2846,11.1,A,USD
2847,75.6,A,CNY
2848,9.8,A,USD
2849,7.4,A,USD
2850,61.2,A,CNY
2851,9.5,A,USD
2852,9.9,A,USD
2853,66.2,A,CNY
2854,9.9,A,USD
2855,11.4,A,USD
2856,9.2,A,USD
2857,54.9,A,CNY
2858,9.5,A,USD
2859,10.7,A,USD
2860,12.1,A,USD
2861,9.4,A,USD
2862,11.6,A,USD
2863,8.4,A,USD
2864,67.3,A,CNY
2865,8.1,A,EUR
2866,8.1,A,USD
2867,5.8,A,USD
2868,10.3,A,USD
2869,11.8,A,USD
2870,65,A,CNY
2871,8.3,A,EUR
2872,13,A,USD
2873,57.1,A,CNY
2874,7.6,A,EUR
2875,62.1,A,CNY
2876,10.2,A,USD
2877,13.9,A,USD
2878,8.3,A,USD
2879,9.2,A,EUR
2880,87.8,A,CNY
2881,9.5,A,USD
2882,52.8,A,CNY
2883,8.8,A,USD
2884,8.9,A,USD
2885,8.4,A,USD
2886,70.2,A,CNY
2887,7.9,A,EUR
2888,74.1,A,CNY
2889,11.4,A,USD
2890,6.9,A,EUR
2891,10.8,A,USD
2892,8.5,A,USD
2893,11.3,A,USD
2894,8.9,A,USD
2895,6.6,A,USD
2896,9.4,A,USD
2897,9.1,A,USD
2898,13.9,A,USD
2899,11.6,A,USD
2900,11.9,A,USD
2901,9.1,A,USD
2902,7.4,A,USD
2903,9.8,A,USD
2904,9.5,A,USD
2905,70.9,A,CNY
2906,11.4,A,USD
2907,63.2,A,CNY
2908,57.4,A,CNY
2909,12.8,A,USD
2910,9.6,A,USD
2911,12.3,A,USD
2912,63.3,A,CNY
2913,10.2,A,EUR
2914,11.2,A,USD
2915,7.1,A,USD
2916,9.4,A,EUR
2917,64.8,A,CNY
2918,9.4,A,USD
2919,78.6,A,CNY
2920,10.5,A,USD
2921,8.4,A,USD
2922,7.7,A,EUR
2923,10.2,A,EUR
2924,10.8,A,EUR
2925,8.3,A,EUR
2926,8.2,A,USD
2927,8.9,A,USD
2928,8.2,A,EUR
2929,58.2,A,CNY
2930,9.1,A,EUR
2931,10.5,A,EUR
2932,52.6,A,CNY
2933,8.3,A,USD
2934,9.1,A,USD
2935,75.8,A,CNY
2936,9.1,A,EUR
2937,9.9,A,USD
2938,10.4,A,EUR
2939,72.7,A,CNY
2940,8.5,A,EUR
2941,59.3,A,CNY
2942,74.2,A,CNY
2943,82.8,A,CNY
2944,12.4,A,EUR
2945,74.3,A,CNY
2946,6.1,A,EUR
2947,67.7,A,CNY
2948,8,A,EUR
2949,13.1,A,EUR
2950,76.2,A,CNY
2951,10,A,USD
2952,13.9,A,USD
2953,8.9,A,USD
2954,66,A,CNY
2955,75.8,A,CNY
2956,9.7,A,USD
2957,11.1,A,USD
2958,10.9,A,USD
2959,69.4,A,CNY
2960,54.9,A,CNY
2961,7,A,EUR
2962,56.5,A,CNY
2963,10.2,A,EUR
2964,8.8,A,USD
2965,9.6,A,EUR
2966,12.7,A,USD
2967,62.5,A,CNY
2968,12.1,A,USD
2969,8.2,A,USD
2970,7.8,A,USD
2971,10.9,A,USD
2972,6.2,A,EUR
2973,62.6,A,CNY
2974,10.9,A,USD
2975,58,A,CNY
2976,9.8,A,USD
2977,12,A,USD
2978,11.2,A,USD
2979,9.6,A,USD
2980,12.5,A,USD
2981,12.7,A,USD
2982,8.8,A,EUR
2983,71,A,CNY
2984,9.3,A,EUR
2985,10.2,A,USD
2986,6.3,A,EUR
2987,7.9,A,USD
2988,59,A,CNY
2989,82,A,CNY
2990,9.9,A,USD
2991,10.9,A,USD
2992,10.4,A,EUR
2993,9.4,A,USD
2994,10.2,A,USD
2995,9.8,A,USD
2996,10.9,A,USD
2997,59.4,A,CNY
2998,9.9,A,USD
2999,77.6,A,CNY
3000,75.7,A,CNY
3001,11.2,A,USD
3002,9.9,A,EUR
3003,11.3,A,EUR
3004,7.5,A,USD
3005,8.1,A,USD
3006,71.8,A,CNY
3007,57.6,A,CNY
3008,11.8,A,USD
3009,9.6,A,USD
3010,8.8,A,USD
3011,9.6,A,EUR
3012,10.4,A,USD
3013,8,A,USD
3014,9.3,A,USD
3015,10.5,A,USD
3016,13.9,A,USD
3017,7.5,A,EUR
3018,9.4,A,EUR
3019,68.2,A,CNY
3020,12.2,A,EUR
3021,72.6,A,CNY
3022,9.2,A,EUR
3023,9.6,A,EUR
3024,9.6,A,USD
3025,9.3,A,USD
3026,47.8,A,CNY
3027,8.7,A,USD
3028,8.4,A,EUR
3029,8.8,A,USD
3030,76.9,A,CNY
3031,9,A,USD
3032,7.5,A,EUR
3033,76.2,A,CNY
3034,9.7,A,USD
3035,11.4,A,USD
3036,9,A,EUR
3037,11.1,A,EUR
3038,9.7,A,USD
3039,11.7,A,EUR
3040,64.8,A,CNY
3041,9.8,A,EUR
3042,9.5,A,USD
3043,9.8,A,USD
3044,59.1,A,CNY
3045,10.6,A,USD
3046,70,A,CNY
3047,8.1,A,USD
3048,9.3,A,USD
3049,13,A,USD
3050,78.4,A,CNY
3051,8.1,A,EUR
3052,81.5,A,CNY
3053,10.3,A,USD
3054,7.4,A,EUR
3055,67.2,A,CNY
3056,76,A,CNY
3057,79.1,A,CNY
3058,10.4,A,USD
3059,8.8,A,USD
3060,67.9,A,CNY
3061,12.4,A,USD
3062,78.2,A,CNY
3063,10.4,A,USD
3064,12.6,A,USD
3065,8.7,A,USD
3066,62.4,A,CNY
3067,64.6,A,CNY
3068,12.8,A,USD
3069,9.7,A,USD
3070,62.5,A,CNY
3071,8.4,A,EUR
3072,10.2,A,USD
3073,8.3,A,EUR
3074,11.7,A,USD
3075,8.9,A,EUR
3076,67.5,A,CNY
3077,59,A,CNY
3078,9.4,A,EUR
3079,73.4,A,CNY
3080,9,A,USD
3081,9.8,A,USD
3082,9.7,A,EUR
3083,8,A,EUR
3084,72.3,A,CNY
3085,7.4,A,EUR
3086,8.9,A,USD
3087,9,A,USD
3088,71.1,A,CNY
3089,12.3,A,USD
3090,10.7,A,USD
3091,10.6,A,USD
3092,59.2,A,CNY
3093,11.4,A,USD
3094,9.3,A,USD
3095,10.7,A,USD
3096,8,A,USD
3097,10.2,A,EUR
3098,11.3,A,EUR
3099,74.8,A,CNY
3100,7.8,A,USD
3101,67.9,A,CNY
3102,10.2,A,USD
3103,8.4,A,EUR
3104,9.2,A,USD
3105,9.4,A,USD
3106,7.6,A,USD
3107,9,A,EUR
3108,9.3,A,USD
3109,11.7,A,USD
3110,11.2,A,USD
3111,8.4,A,EUR
3112,11.9,A,USD
3113,7.8,A,USD
3114,10.1,A,USD
3115,66.9,A,CNY
3116,9.3,A,USD
3117,10.3,A,USD
3118,7.2,A,EUR
3119,8.9,A,EUR
3120,8,A,EUR
3121,7.8,A,USD
3122,9.6,A,USD
3123,9,A,USD
3124,89,A,CNY
3125,9.3,A,EUR
3126,9.4,A,USD
3127,10.6,A,USD
3128,58.9,A,CNY
3129,9.5,A,USD
3130,7.7,A,USD
3131,10.3,A,EUR
3132,6.4,A,EUR
3133,7,A,EUR
3134,7.7,A,EUR
3135,13.8,A,USD
3136,55.3,A,CNY
3137,70.5,A,CNY
3138,10.5,A,EUR
3139,7.9,A,EUR
3140,11.3,A,USD
3141,81.2,A,CNY
3142,71.4,A,CNY
3143,66.4,A,CNY
3144,7.9,A,EUR
3145,11.1,A,EUR
3146,10.3,A,EUR
3147,9.4,A,USD
3148,54.6,A,CNY
3149,9.8,A,USD
3150,11.3,A,USD
3151,62.1,A,CNY
3152,64.5,A,CNY
3153,40.9,A,CNY
3154,9,A,USD
3155,8.4,A,EUR
3156,79.5,A,CNY
3157,10.1,A,EUR
3158,8.8,A,USD
3159,12.2,A,USD
3160,10.3,A,USD
3161,70.9,A,CNY
3162,8.8,A,USD
3163,58.4,A,CNY
3164,8.8,A,EUR
3165,54.7,A,CNY
3166,9.6,A,USD
3167,7.7,A,USD
3168,10,A,USD
3169,11.7,A,EUR
3170,10.8,A,USD
3171,11.7,A,USD
3172,65.4,A,CNY
3173,9.3,A,EUR
3174,78,A,CNY
3175,10.4,A,EUR
3176,7.1,A,EUR
3177,13.6,A,USD
3178,8.6,A,USD
3179,9.9,A,USD
3180,9.6,A,USD
3181,8.8,A,EUR
3182,60,A,CNY
3183,59.8,A,CNY
3184,9.4,A,USD
3185,9.6,A,EUR
3186,8.9,A,USD
3187,9.3,A,USD
3188,11.5,A,USD
3189,6.1,A,EUR
3190,9.9,A,USD
3191,74,A,CNY
3192,11.6,A,USD
3193,10.6,A,USD
3194,10.2,A,USD
3195,7.7,A,USD
3196,14.2,A,USD
3197,11,A,USD
3198,60.5,A,CNY
3199,9.4,A,USD
3200,10.5,A,USD
3201,8.8,A,EUR
3202,92.3,A,CNY
3203,9.6,A,USD
3204,7.2,A,EUR
3205,58.9,A,CNY
3206,8.7,A,USD
3207,70.5,A,CNY
3208,11.7,A,USD
3209,7.5,A,EUR
3210,11.2,A,USD
3211,8.3,A,EUR
3212,65.2,A,CNY
3213,8.3,A,USD
3214,10.5,A,EUR
3215,9.9,A,EUR
3216,12.2,A,USD
3217,6.9,A,EUR
3218,64.8,A,CNY
3219,9.5,A,EUR
3220,12.3,A,EUR
3221,10.6,A,USD
3222,10.4,A,USD
3223,69.4,A,CNY
3224,11.2,A,EUR
3225,9.3,A,USD
3226,8.3,A,EUR
3227,78.8,A,CNY
3228,11.9,A,USD
3229,8.2,A,EUR
3230,69.7,A,CNY
3231,8.5,A,USD
3232,11.7,A,USD
3233,10.6,A,USD
3234,71.2,A,CNY
3235,8.6,A,EUR
3236,9.7,A,EUR
3237,10.1,A,USD
3238,12.7,A,USD
3239,9.1,A,USD
3240,9.7,A,USD
3241,9,A,EUR
3242,63.9,A,CNY
3243,64.4,A,CNY
3244,10.3,A,USD
3245,67.2,A,CNY
3246,9.9,A,EUR
3247,83.6,A,CNY
3248,11.7,A,USD
3249,9.6,A,EUR
3250,8.8,A,USD
3251,9.6,A,EUR
3252,7.9,A,USD
3253,10.3,A,USD
3254,10.4,A,USD
3255,8.2,A,USD
3256,55.1,A,CNY
3257,12.2,A,USD
3258,9.5,A,USD
3259,9.5,A,USD
3260,9,A,EUR
3261,7.4,A,EUR
3262,56.2,A,CNY
3263,12.7,A,USD
3264,8,A,USD
3265,66.4,A,CNY
3266,9.5,A,USD
3267,11,A,USD
3268,8,A,EUR
3269,8.4,A,EUR
3270,70.3,A,CNY
3271,11,A,USD
3272,7.5,A,USD
3273,8.6,A,USD
3274,67.6,A,CNY
3275,81.1,A,CNY
3276,10.2,A,USD
3277,9.3,A,EUR
3278,9.8,A,USD
3279,9.6,A,EUR
3280,10.6,A,USD
3281,84.8,A,CNY
3282,9.1,A,EUR
3283,11.5,A,USD
3284,9.5,A,USD
3285,71.1,A,CNY
3286,10.2,A,EUR
3287,10.6,A,USD
3288,11.8,A,USD
3289,10.5,A,USD
3290,10.7,A,EUR
3291,74.2,A,CNY
3292,8.8,A,USD
3293,9.2,A,EUR
3294,8.9,A,EUR
3295,10,A,USD
3296,9,A,USD
3297,65.9,A,CNY
3298,8.5,A,EUR
3299,8.3,A,USD
3300,11,A,USD
3301,9.5,A,EUR
3302,6.8,A,USD
3303,69.3,A,CNY
3304,57.5,A,CNY
3305,7,A,EUR
3306,10.6,A,USD
3307,12.4,A,USD
3308,7.6,A,EUR
3309,10.9,A,USD
3310,6,A,EUR
3311,10.7,A,EUR
3312,8.1,A,USD
3313,48.4,A,CNY
3314,9.9,A,EUR
3315,9.1,A,USD
3316,13.5,A,USD
3317,75.8,A,CNY
3318,10.7,A,EUR
3319,9.2,A,USD
3320,67,A,CNY
3321,9,A,EUR
3322,70.4,A,CNY
3323,55.4,A,CNY
3324,8.4,A,EUR
3325,9.7,A,USD
3326,10.2,A,USD
3327,10.7,A,USD
3328,8.4,A,USD
3329,60.5,A,CNY
3330,10.4,A,USD
3331,12.8,A,USD
3332,12.2,A,USD
3333,10.9,A,USD
3334,11.6,A,EUR
3335,66.5,A,CNY
3336,76.9,A,CNY
3337,8,A,USD
3338,62.2,A,CNY
3339,7.9,A,EUR
3340,10.2,A,USD
3341,7.8,A,EUR
3342,74.4,A,CNY
3343,8,A,USD
3344,8.3,A,EUR
3345,11.2,A,USD
3346,69.7,A,CNY
3347,10,A,USD
3348,94.7,A,CNY
3349,9.3,A,USD
3350,73.5,A,CNY
3351,9.9,A,USD
3352,6.5,A,EUR
3353,8.9,A,EUR
3354,12.9,A,USD
3355,10.2,A,USD
3356,10.9,A,USD
3357,67.1,A,CNY
3358,9.7,A,USD
3359,11,A,USD
3360,6.5,A,EUR
3361,8.1,A,USD
3362,77.1,A,CNY
3363,10.1,A,EUR
3364,10,A,EUR
3365,11.9,A,USD
3366,7.5,A,EUR
3367,10.2,A,EUR
3368,9.3,A,EUR
3369,13.1,A,USD
3370,8.3,A,EUR
3371,10.7,A,EUR
3372,10.7,A,USD
3373,7.8,A,EUR
3374,66.3,A,CNY
3375,10.5,A,USD
3376,12.1,A,USD
3377,9.3,A,USD
3378,61.8,A,CNY
3379,66.9,A,CNY
3380,8,A,USD
3381,9.5,A,EUR
3382,10.8,A,USD
3383,11.3,A,USD
3384,12.4,A,USD
3385,10.1,A,USD
3386,8.9,A,EUR
3387,9.6,A,EUR
3388,9.2,A,USD
3389,9.4,A,EUR
3390,10.1,A,USD
3391,66.8,A,CNY
3392,63,A,CNY
3393,9.9,A,USD
3394,11,A,USD
3395,8.7,A,USD
3396,10.8,A,USD
3397,7.2,A,EUR
3398,7.4,A,EUR
3399,8.1,A,USD
3400,9.2,A,USD
3401,8.7,A,EUR
3402,12.7,A,EUR
3403,8.3,A,EUR
3404,10.1,A,USD
3405,8.7,A,USD
3406,9.9,A,USD
3407,8.4,A,EUR
3408,73.7,A,CNY
3409,7.7,A,EUR
3410,11,A,USD
3411,89.8,A,CNY
3412,11,A,USD
3413,9,A,EUR
3414,9,A,EUR
3415,54.8,A,CNY
3416,9.6,A,USD
3417,8.2,A,EUR
3418,10.1,A,USD
3419,8.7,A,USD
3420,9.5,A,USD
3421,9.8,A,USD
3422,7.5,A,EUR
3423,8.8,A,USD
3424,10.2,A,USD
3425,8.6,A,EUR
3426,77.6,A,CNY
3427,9,A,USD
3428,12.1,A,USD
3429,59,A,CNY
3430,64.7,A,CNY
3431,10,A,USD
3432,9.6,A,USD
3433,10.2,A,USD
3434,78.1,A,CNY
3435,9.6,A,USD
3436,68.9,A,CNY
3437,8.2,A,USD
3438,65.3,A,CNY
3439,72.5,A,CNY
3440,10.8,A,USD
3441,12.2,A,USD
3442,65,A,CNY
3443,8.2,A,EUR
3444,9.5,A,EUR
3445,66.4,A,CNY
3446,9.4,A,USD
3447,5,A,USD
3448,8.8,A,EUR
3449,64.9,A,CNY
3450,11,A,USD
3451,8.7,A,USD
3452,11,A,EUR
3453,50.1,A,CNY
3454,8.5,A,USD
3455,69.5,A,CNY
3456,8.6,A,USD
3457,8.8,A,EUR
3458,7.5,A,EUR
3459,54.2,A,CNY
3460,9.2,A,USD
3461,65.1,A,CNY
3462,10.4,A,USD
3463,12.2,A,USD
3464,69.4,A,CNY
3465,12.6,A,USD
3466,8.1,A,EUR
3467,62.6,A,CNY
3468,9.3,A,USD
3469,73.3,A,CNY
3470,69.5,A,CNY
3471,9.9,A,EUR
3472,85.8,A,CNY
3473,7.1,A,USD
3474,9.8,A,EUR
3475,11.1,A,USD
3476,58.9,A,CNY
3477,8.9,A,EUR
3478,78.3,A,CNY
3479,9.3,A,EUR
3480,8.8,A,USD
3481,7.7,A,USD
3482,8.4,A,EUR
3483,70.8,A,CNY
3484,10.1,A,USD
3485,11.8,A,USD
3486,10.7,A,USD
