ID,premium,risk_type,total_incurred_loss
11181,7.1,B,7.84
11182,11.0,B,5.05
11183,708.3,B,586.98
11184,10.8,B,5.94
11185,363.12,B,882.91
11186,409.36,B,554.27
11187,11.4,B,4.41
11188,358.36,B,332.38
11189,11.8,B,7.19
11190,561.0,B,466.41
11191,11.3,B,8.95
11192,9.9,B,7.16
11193,11.4,B,5.26
11194,792.9,B,549.45
11195,590.24,B,435.54
11196,811.8,B,987.03
11197,854.1,B,396.45
11198,8.5,B,18.7
11199,376.72,B,354.28
11200,11.2,B,6.55
11201,471.92,B,417.52
11202,354.28,B,588.27
11203,14.2,B,10.37
11204,494.36,B,402.42
11205,899.1,B,847.8
11206,7.7,B,10.64
11207,8.3,B,9.31
11208,451.52,B,201.28
11209,787.5,B,975.24
11210,719.1,B,1079.73
11211,9.3,B,6.96
11212,918.9,B,785.52
11213,10.5,B,5.73
11214,886.5,B,953.82
11215,11.9,B,8.34
11216,11.2,B,5.9
11217,624.92,B,500.0
11218,9.0,B,6.75
11219,976.5,B,560.16
11220,9.1,B,10.52
11221,374.68,B,581.74
11222,10.6,B,6.05
11223,922.5,B,562.59
11224,459.0,B,831.71
11225,516.12,B,420.44
11226,9.0,B,9.04
11227,10.9,B,7.78
11228,8.5,B,21.61
11229,510.0,B,304.44
11230,508.64,B,179.72
11231,11.6,B,7.38
11232,429.08,B,600.92
11233,424.32,B,294.1
11234,966.6,B,915.48
11235,700.2,B,527.85
11236,10.4,B,7.58
11237,11.9,B,7.85
11238,410.72,B,497.96
11239,385.56,B,375.22
11240,502.52,B,331.3
11241,10.1,B,11.64
11242,648.0,B,545.94
11243,444.72,B,818.31
11244,9.3,B,11.04
11245,10.7,B,6.37
11246,335.24,B,140.15
11247,1042.2,B,1035.36
11248,679.5,B,533.88
11249,9.3,B,14.13
11250,11.4,B,10.08
11251,865.8,B,1031.58
11252,683.1,B,463.41
11253,10.1,B,7.88
11254,871.2,B,561.78
11255,8.9,B,2.94
11256,873.9,B,682.47
11257,10.4,B,5.36
11258,9.4,B,4.25
11259,461.04,B,374.14
11260,10.0,B,14.02
11261,405.28,B,635.66
11262,840.6,B,588.06
11263,973.8,B,947.34
11264,9.0,B,8.57
11265,546.04,B,782.34
11266,883.8,B,770.49
11267,8.2,B,13.35
11268,10.3,B,5.02
11269,11.4,B,7.27
11270,8.6,B,12.61
11271,707.4,B,524.16
11272,950.4,B,770.58
11273,754.2,B,755.19
11274,484.84,B,574.87
11275,827.1,B,707.13
11276,9.2,B,8.47
11277,8.5,B,9.22
11278,853.2,B,644.67
11279,391.0,B,252.28
11280,9.4,B,20.12
11281,11.8,B,9.27
11282,12.1,B,13.18
11283,10.6,B,7.47
11284,10.4,B,9.26
11285,738.9,B,777.78
11286,11.4,B,15.52
11287,9.7,B,10.02
11288,9.1,B,15.34
11289,666.9,B,457.65
11290,9.5,B,10.96
11291,12.2,B,6.77
11292,491.64,B,363.05
11293,1011.6,B,411.39
11294,522.24,B,258.6
11295,506.6,B,403.1
11296,844.2,B,1160.19
11297,10.0,B,6.69
11298,10.2,B,12.49
11299,14.0,B,11.99
11300,9.7,B,10.24
11301,11.2,B,15.46
11302,843.3,B,670.95
11303,13.4,B,11.36
11304,12.8,B,3.25
11305,599.08,B,494.84
11306,10.8,B,10.12
11307,8.8,B,10.92
11308,8.1,B,9.23
11309,9.3,B,8.13
11310,11.7,B,14.66
11311,9.3,B,10.52
11312,9.5,B,5.45
11313,11.6,B,5.94
11314,552.6,B,1124.1
11315,8.4,B,4.24
11316,12.7,B,8.09
11317,348.16,B,576.5
11318,12.0,B,7.45
11319,13.1,B,4.93
11320,442.0,B,313.62
11321,11.6,B,6.6
11322,405.28,B,565.56
11323,960.3,B,826.2
11324,437.92,B,419.97
11325,10.2,B,9.72
11326,11.0,B,7.33
11327,10.2,B,10.52
11328,440.64,B,308.92
11329,7.7,B,5.08
11330,11.2,B,7.1
11331,905.4,B,943.47
11332,10.2,B,6.51
11333,10.5,B,7.61
11334,540.6,B,830.69
11335,10.8,B,4.85
11336,7.3,B,7.48
11337,11.4,B,7.16
11338,7.8,B,9.83
11339,728.1,B,1108.71
11340,953.1,B,861.66
11341,10.7,B,8.9
11342,6.1,B,4.14
11343,400.52,B,382.7
11344,417.52,B,311.58
11345,9.7,B,14.88
11346,813.6,B,459.99
11347,808.2,B,527.22
11348,679.5,B,716.04
11349,362.44,B,471.85
11350,509.32,B,353.33
11351,9.3,B,8.66
11352,10.1,B,7.04
11353,10.1,B,11.63
11354,9.6,B,6.06
11355,9.4,B,9.25
11356,514.76,B,398.48
11357,450.16,B,514.69
11358,488.7,B,721.53
11359,458.32,B,340.61
11360,849.6,B,684.9
11361,750.6,B,648.63
11362,9.4,B,6.33
11363,359.04,B,485.59
11364,13.3,B,9.18
11365,10.3,B,5.2
11366,11.1,B,4.42
11367,10.3,B,15.07
11368,9.4,B,9.63
11369,879.3,B,580.41
11370,10.5,B,6.93
11371,565.08,B,135.73
11372,9.6,B,6.34
11373,346.8,B,352.72
11374,994.5,B,669.6
11375,521.56,B,393.99
11376,7.5,B,8.03
11377,422.96,B,338.23
11378,922.5,B,988.74
11379,11.6,B,5.65
11380,629.0,B,523.06
11381,947.7,B,685.53
11382,11.8,B,6.37
11383,13.7,B,11.62
11384,471.92,B,279.82
11385,13.3,B,19.14
11386,483.48,B,217.74
11387,11.9,B,7.37
11388,523.6,B,475.93
11389,874.8,B,899.82
11390,679.5,B,427.32
11391,518.84,B,376.38
11392,10.8,B,6.7
11393,10.5,B,15.93
11394,847.8,B,465.84
11395,648.0,B,514.26
11396,9.7,B,6.54
11397,822.6,B,476.28
11398,913.5,B,1347.48
11399,422.28,B,882.64
11400,10.9,B,4.99
11401,465.8,B,611.73
11402,9.0,B,4.92
11403,819.9,B,1483.83
11404,747.9,B,751.86
11405,729.0,B,891.27
11406,13.3,B,8.07
11407,496.4,B,521.08
11408,547.4,B,240.99
11409,540.6,B,198.63
11410,749.7,B,866.52
11411,9.9,B,16.93
11412,632.7,B,752.13
11413,8.6,B,4.57
11414,430.44,B,215.02
11415,9.0,B,6.47
11416,864.0,B,568.35
11417,14.3,B,7.66
11418,7.5,B,7.43
11419,866.7,B,788.67
11420,793.8,B,837.18
11421,486.2,B,377.94
11422,350.2,B,420.44
11423,9.6,B,13.47
11424,9.8,B,10.52
11425,9.8,B,10.29
11426,765.0,B,727.74
11427,8.1,B,13.73
11428,8.3,B,7.48
11429,9.7,B,7.31
11430,10.5,B,6.53
11431,7.1,B,10.19
11432,464.44,B,472.53
11433,12.8,B,11.27
11434,782.1,B,593.46
11435,828.9,B,461.43
11436,11.5,B,14.01
11437,892.8,B,735.66
11438,10.4,B,13.1
11439,14.7,B,15.91
11440,10.1,B,10.18
11441,468.52,B,369.72
11442,5.6,B,8.42
11443,765.0,B,1876.23
11444,8.8,B,16.59
11445,483.48,B,503.68
11446,825.3,B,656.19
11447,263.16,B,306.2
11448,1036.8,B,753.03
11449,930.6,B,228.51
11450,10.5,B,6.76
11451,9.9,B,9.15
11452,9.9,B,9.2
11453,9.6,B,11.61
11454,911.7,B,477.09
11455,10.9,B,12.28
11456,625.5,B,984.15
11457,351.56,B,373.05
11458,9.3,B,6.33
11459,479.7,B,954.99
11460,362.44,B,695.71
11461,9.4,B,7.97
11462,668.7,B,720.09
11463,453.56,B,215.36
11464,817.2,B,770.76
11465,827.1,B,1268.55
11466,792.0,B,548.82
11467,425.68,B,331.5
11468,9.8,B,6.03
11469,10.8,B,9.68
11470,11.5,B,3.89
11471,1137.6,B,1979.73
11472,927.9,B,657.54
11473,8.6,B,7.6
11474,9.9,B,6.57
11475,10.6,B,19.42
11476,452.88,B,327.62
11477,8.8,B,15.17
11478,11.6,B,12.76
11479,593.64,B,429.22
11480,425.68,B,562.9
11481,12.5,B,5.02
11482,553.52,B,277.1
11483,7.2,B,17.65
11484,489.6,B,400.93
11485,10.7,B,19.08
11486,11.3,B,10.3
11487,7.0,B,13.51
11488,6.6,B,8.29
11489,488.92,B,681.16
11490,997.2,B,438.93
11491,503.2,B,435.68
11492,626.4,B,622.8
11493,10.2,B,17.57
11494,11.1,B,9.34
11495,10.6,B,5.5
11496,10.7,B,6.96
11497,354.28,B,578.61
11498,10.6,B,4.87
11499,8.4,B,9.45
11500,10.7,B,16.95
11501,565.08,B,850.75
11502,7.8,B,6.63
11503,510.68,B,510.95
11504,11.5,B,9.6
11505,497.7,B,453.51
11506,11.8,B,3.99
11507,357.68,B,303.48
11508,906.3,B,1124.01
11509,8.9,B,9.55
11510,9.7,B,10.37
11511,10.0,B,7.44
11512,677.7,B,803.7
11513,8.0,B,13.34
11514,754.2,B,407.79
11515,9.4,B,4.81
11516,11.0,B,8.52
11517,12.9,B,11.18
11518,810.9,B,472.32
11519,449.48,B,446.69
11520,9.6,B,11.77
11521,10.4,B,5.55
11522,10.0,B,8.6
11523,828.0,B,547.11
11524,8.2,B,8.92
11525,12.3,B,4.44
11526,10.4,B,16.43
11527,11.5,B,11.5
11528,10.9,B,8.99
11529,495.72,B,276.69
11530,9.0,B,8.77
11531,444.72,B,419.76
11532,447.44,B,335.24
11533,9.3,B,19.52
11534,6.4,B,12.43
11535,754.2,B,543.87
11536,10.3,B,5.48
11537,987.3,B,945.18
11538,837.0,B,417.78
11539,608.4,B,549.72
11540,6.7,B,17.05
11541,8.9,B,14.49
11542,10.5,B,13.83
11543,10.3,B,4.7
11544,628.2,B,230.85
11545,729.9,B,965.97
11546,10.2,B,9.77
11547,8.9,B,9.88
11548,402.56,B,575.21
11549,8.6,B,19.07
11550,7.3,B,9.66
11551,10.5,B,6.84
11552,657.9,B,1048.5
11553,516.12,B,294.51
11554,8.2,B,8.32
11555,918.9,B,772.29
11556,506.6,B,575.96
11557,10.4,B,7.98
11558,9.3,B,12.72
11559,794.7,B,1422.18
11560,8.3,B,10.41
11561,9.3,B,7.85
11562,487.56,B,294.64
11563,12.2,B,10.82
11564,10.6,B,7.07
11565,10.9,B,9.64
11566,412.76,B,571.95
11567,466.48,B,305.93
11568,8.8,B,11.52
11569,507.96,B,772.75
11570,760.5,B,1013.94
11571,9.0,B,8.96
11572,504.56,B,203.12
11573,10.4,B,16.4
11574,10.0,B,11.4
11575,13.2,B,9.93
11576,447.44,B,629.2
11577,7.0,B,11.32
11578,11.3,B,12.84
11579,353.6,B,274.72
11580,410.04,B,236.78
11581,724.5,B,507.69
11582,518.84,B,538.29
11583,466.48,B,347.96
11584,452.88,B,336.87
11585,455.6,B,609.21
11586,748.8,B,247.23
11587,11.1,B,9.75
11588,269.96,B,468.66
11589,754.2,B,367.47
11590,12.5,B,10.48
11591,522.92,B,310.15
11592,8.0,B,10.18
11593,313.48,B,504.22
11594,10.3,B,4.87
11595,8.2,B,10.46
11596,9.8,B,14.98
11597,514.08,B,623.22
11598,13.9,B,11.79
11599,789.3,B,531.36
11600,10.2,B,4.59
11601,10.9,B,4.45
11602,9.2,B,8.24
11603,724.5,B,607.59
11604,882.9,B,743.76
11605,10.0,B,4.46
11606,964.8,B,589.23
11607,11.2,B,9.59
11608,10.6,B,6.21
11609,10.0,B,17.2
11610,10.8,B,4.6
11611,8.7,B,13.93
11612,753.3,B,538.11
11613,621.9,B,620.91
11614,897.3,B,685.62
11615,8.7,B,9.73
11616,639.0,B,878.13
11617,11.1,B,5.53
11618,10.3,B,16.78
11619,690.3,B,239.04
11620,552.16,B,467.57
11621,1063.8,B,911.34
11622,12.0,B,12.54
11623,9.2,B,8.43
11624,13.2,B,8.81
11625,855.9,B,867.87
11626,809.1,B,1151.1
11627,10.3,B,4.83
11628,376.04,B,823.82
11629,7.7,B,6.68
11630,9.7,B,6.74
11631,478.72,B,675.44
11632,7.3,B,11.8
11633,356.32,B,397.05
11634,9.0,B,12.42
11635,420.24,B,462.6
11636,782.1,B,581.22
11637,446.08,B,535.7
11638,10.6,B,7.96
11639,688.5,B,751.14
11640,9.7,B,11.69
11641,9.8,B,6.66
11642,8.1,B,8.77
11643,551.48,B,218.01
11644,10.0,B,5.76
11645,561.0,B,835.65
11646,466.48,B,615.94
11647,953.1,B,480.69
11648,9.8,B,14.48
11649,10.8,B,8.07
11650,8.8,B,15.91
11651,764.1,B,736.29
11652,909.0,B,741.51
11653,359.72,B,613.7
11654,932.4,B,1437.3
11655,9.4,B,5.76
11656,813.6,B,1243.53
11657,9.8,B,14.32
11658,12.6,B,3.71
11659,9.0,B,10.59
11660,9.9,B,9.0
11661,822.6,B,420.3
11662,11.3,B,11.33
11663,9.9,B,11.2
11664,8.3,B,24.15
11665,8.4,B,7.74
11666,9.4,B,16.77
11667,10.1,B,18.6
11668,734.4,B,535.95
11669,438.6,B,199.44
11670,8.2,B,8.87
11671,10.9,B,5.71
11672,12.4,B,18.68
11673,9.4,B,20.09
11674,717.3,B,705.96
11675,766.8,B,543.6
11676,10.7,B,10.11
11677,10.4,B,8.05
11678,461.72,B,309.81
11679,9.4,B,9.08
11680,14.0,B,14.36
11681,7.2,B,8.4
11682,7.65,B,2.66
11683,544.0,B,369.24
11684,13.1,B,12.3
11685,9.5,B,16.19
11686,10.5,B,9.77
11687,12.7,B,12.46
11688,471.24,B,466.14
11689,10.9,B,5.29
11690,10.0,B,10.57
11691,9.54,B,6.59
11692,10.4,B,10.45
11693,13.6,B,5.13
11694,9.9,B,15.59
11695,326.4,B,396.44
11696,568.48,B,452.4
11697,12.9,B,8.07
11698,10.8,B,9.83
11699,490.28,B,325.65
11700,367.2,B,467.3
11701,415.48,B,479.4
11702,340.68,B,230.93
11703,6.21,B,5.03
11704,439.28,B,403.17
11705,10.1,B,6.66
11706,8.55,B,7.36
11707,6.84,B,4.19
11708,12.1,B,8.29
11709,9.6,B,8.5
11710,8.01,B,6.68
11711,450.16,B,532.58
11712,437.92,B,473.01
11713,11.7,B,10.25
11714,11.43,B,4.02
11715,10.4,B,3.65
11716,11.6,B,11.95
11717,6.21,B,9.39
11718,548.76,B,831.5
11719,7.6,B,11.47
11720,10.35,B,13.84
11721,546.72,B,182.17
11722,464.44,B,700.26
11723,6.93,B,8.79
11724,538.56,B,766.5
11725,8.8,B,6.22
11726,6.48,B,12.66
11727,417.52,B,549.98
11728,7.83,B,9.79
11729,427.04,B,448.6
11730,9.3,B,7.87
11731,7.2,B,8.96
11732,8.8,B,4.99
11733,9.3,B,9.79
11734,10.0,B,14.87
11735,10.6,B,14.72
11736,8.9,B,8.31
11737,6.66,B,9.22
11738,8.46,B,5.36
11739,6.84,B,7.58
11740,11.0,B,5.4
11741,9.09,B,6.07
11742,526.32,B,651.64
11743,423.64,B,407.52
11744,9.7,B,24.55
11745,12.9,B,12.29
11746,14.0,B,6.86
11747,465.12,B,461.04
11748,8.4,B,13.36
11749,9.45,B,3.92
11750,10.4,B,10.98
11751,438.6,B,672.86
11752,490.96,B,618.66
11753,12.4,B,9.77
11754,8.9,B,12.55
11755,12.9,B,4.84
11756,8.46,B,14.41
11757,11.5,B,8.96
11758,6.93,B,9.11
11759,384.88,B,607.92
11760,9.09,B,4.69
11761,9.5,B,10.06
11762,8.1,B,11.42
11763,9.2,B,5.17
11764,8.8,B,11.65
11765,313.48,B,433.84
11766,8.2,B,11.54
11767,4.59,B,10.71
11768,12.4,B,38.37
11769,9.7,B,8.37
11770,13.2,B,13.24
11771,419.56,B,626.28
11772,9.27,B,5.67
11773,10.0,B,5.65
11774,463.08,B,431.94
11775,7.2,B,5.5
11776,11.4,B,10.61
11777,461.72,B,215.83
11778,8.6,B,9.16
11779,12.0,B,13.17
11780,8.2,B,5.64
11781,11.5,B,8.01
11782,376.04,B,256.16
11783,9.9,B,12.32
11784,438.6,B,304.57
11785,531.08,B,392.22
11786,9.63,B,10.02
11787,6.12,B,9.15
11788,10.5,B,14.22
11789,6.12,B,18.24
11790,8.2,B,4.36
11791,10.0,B,7.6
11792,8.9,B,12.33
11793,434.52,B,560.46
11794,10.7,B,11.44
11795,11.1,B,10.0
11796,8.37,B,6.22
11797,9.36,B,6.82
11798,550.8,B,454.51
11799,448.8,B,341.29
11800,8.91,B,6.54
11801,12.0,B,16.14
11802,8.8,B,11.13
11803,9.7,B,10.5
11804,415.48,B,181.56
11805,6.75,B,9.96
11806,10.5,B,9.12
11807,8.46,B,6.0
11808,9.7,B,7.16
11809,478.04,B,345.24
11810,9.36,B,7.71
11811,11.6,B,15.06
11812,14.1,B,11.53
11813,4.86,B,5.12
11814,10.0,B,15.44
11815,11.8,B,4.06
11816,8.8,B,15.94
11817,9.18,B,5.86
11818,7.6,B,7.35
11819,522.92,B,399.02
11820,8.1,B,8.92
11821,7.11,B,5.03
11822,8.8,B,26.57
11823,10.9,B,9.75
11824,10.7,B,22.24
11825,11.4,B,6.57
11826,9.9,B,12.28
11827,6.8,B,18.53
11828,9.81,B,7.8
11829,10.3,B,12.3
11830,8.82,B,5.73
11831,8.6,B,10.19
11832,9.7,B,6.78
11833,429.76,B,485.52
11834,9.72,B,5.17
11835,9.0,B,10.4
11836,12.1,B,5.79
11837,9.1,B,10.25
11838,8.73,B,5.93
11839,8.6,B,5.83
11840,419.56,B,265.68
11841,12.3,B,16.61
11842,405.28,B,639.95
11843,8.73,B,12.65
11844,473.28,B,271.66
11845,6.57,B,11.16
11846,6.12,B,6.6
11847,6.48,B,9.56
11848,8.28,B,7.86
11849,12.3,B,15.95
11850,499.8,B,310.42
11851,8.55,B,5.8
11852,8.37,B,5.38
11853,11.2,B,6.44
11854,9.7,B,5.15
11855,567.12,B,679.12
11856,5.85,B,7.83
11857,11.4,B,9.59
11858,11.1,B,19.7
11859,8.91,B,12.34
11860,11.8,B,19.06
11861,10.5,B,9.29
11862,9.27,B,8.46
11863,7.02,B,6.51
11864,9.6,B,3.56
11865,578.0,B,376.24
11866,10.1,B,5.51
11867,8.01,B,5.19
11868,440.64,B,148.78
11869,371.96,B,671.36
11870,393.72,B,380.87
11871,7.0,B,10.28
11872,599.76,B,570.86
11873,420.92,B,270.03
11874,533.8,B,394.88
11875,485.52,B,563.31
11876,10.4,B,9.7
11877,8.9,B,6.81
11878,10.4,B,13.72
11879,8.8,B,4.76
11880,468.52,B,256.36
11881,9.09,B,6.64
11882,9.63,B,6.51
11883,9.4,B,10.79
11884,9.1,B,8.9
11885,6.66,B,7.31
11886,8.55,B,5.93
11887,11.5,B,9.82
11888,8.37,B,12.53
11889,11.4,B,11.32
11890,8.19,B,8.32
11891,9.9,B,10.91
11892,9.6,B,10.07
11893,8.55,B,10.28
11894,527.0,B,453.08
11895,11.9,B,4.38
11896,10.53,B,12.68
11897,7.0,B,9.24
11898,7.56,B,5.95
11899,13.9,B,7.16
11900,7.6,B,7.13
11901,530.4,B,497.69
11902,10.8,B,11.74
11903,9.2,B,6.45
11904,11.0,B,15.53
11905,8.9,B,7.89
11906,500.48,B,205.63
11907,8.8,B,9.94
11908,11.4,B,9.59
11909,414.8,B,256.5
11910,8.8,B,6.94
11911,6.66,B,14.24
11912,10.8,B,4.98
11913,10.8,B,10.98
11914,9.09,B,4.95
11915,10.4,B,8.65
11916,10.9,B,4.7
11917,9.8,B,4.69
11918,9.5,B,11.38
11919,10.9,B,10.25
11920,11.1,B,9.73
11921,444.72,B,421.12
11922,433.16,B,943.09
11923,7.5,B,6.62
11924,378.08,B,374.54
11925,11.7,B,23.21
11926,389.64,B,333.54
11927,11.8,B,10.96
11928,7.9,B,8.98
11929,8.55,B,5.51
11930,674.56,B,501.43
11931,10.2,B,9.07
11932,348.84,B,293.22
11933,9.6,B,12.85
11934,8.82,B,4.65
11935,8.7,B,10.44
11936,525.64,B,327.42
11937,7.1,B,8.65
11938,331.84,B,510.61
11939,10.9,B,10.55
11940,10.2,B,13.27
11941,12.6,B,9.16
11942,7.65,B,3.58
11943,11.1,B,10.23
11944,9.63,B,5.88
11945,348.16,B,336.46
11946,426.36,B,820.96
11947,11.8,B,6.93
11948,11.4,B,7.82
11949,457.64,B,465.53
11950,437.24,B,597.18
11951,9.9,B,10.35
11952,5.31,B,12.92
11953,556.92,B,248.88
11954,10.4,B,7.87
11955,9.09,B,6.62
11956,6.8,B,10.72
11957,9.4,B,19.42
11958,526.32,B,381.96
11959,476.0,B,420.65
11960,7.11,B,7.06
11961,9.2,B,6.92
11962,602.48,B,321.64
11963,11.4,B,13.9
11964,11.6,B,5.8
11965,465.8,B,534.75
11966,11.07,B,6.08
11967,482.8,B,670.75
11968,341.36,B,418.34
11969,429.76,B,494.22
11970,500.48,B,403.51
11971,9.0,B,13.36
11972,10.7,B,6.66
11973,10.4,B,9.7
11974,8.1,B,9.79
11975,429.08,B,644.3
11976,472.6,B,438.53
11977,475.32,B,356.86
11978,11.1,B,18.96
11979,8.64,B,3.09
11980,10.9,B,7.82
11981,11.4,B,11.11
11982,507.96,B,433.98
11983,11.07,B,15.28
11984,327.08,B,326.2
11985,541.28,B,257.92
11986,11.1,B,8.55
11987,8.73,B,7.82
11988,8.46,B,8.03
11989,8.91,B,5.09
11990,523.6,B,235.35
11991,390.32,B,132.26
11992,10.5,B,17.71
11993,490.28,B,334.49
11994,11.7,B,8.33
11995,10.7,B,4.64
11996,12.3,B,9.16
11997,9.1,B,7.75
11998,9.8,B,8.37
11999,6.57,B,11.64
12000,7.02,B,7.01
12001,418.88,B,830.28
12002,11.1,B,7.98
12003,351.56,B,388.69
12004,509.32,B,616.83
12005,382.16,B,286.08
12006,349.52,B,221.41
12007,10.8,B,7.82
12008,8.28,B,3.4
12009,9.2,B,9.88
12010,10.9,B,7.72
12011,408.0,B,418.06
12012,9.5,B,7.56
12013,545.36,B,644.44
12014,9.9,B,12.85
12015,8.1,B,16.83
12016,619.48,B,220.66
12017,9.27,B,6.73
12018,7.8,B,12.97
12019,454.92,B,591.19
12020,9.0,B,6.13
12021,9.8,B,14.44
12022,530.4,B,285.6
12023,417.52,B,444.65
12024,7.47,B,14.97
12025,8.9,B,10.0
12026,446.76,B,181.02
12027,399.16,B,193.46
12028,10.6,B,7.16
12029,10.6,B,2.65
12030,476.68,B,632.67
12031,11.6,B,7.55
12032,398.48,B,356.05
12033,8.01,B,9.63
12034,5.58,B,5.17
12035,9.45,B,5.43
12036,9.3,B,4.13
12037,8.55,B,6.62
12038,8.2,B,14.84
12039,9.9,B,6.29
12040,11.7,B,14.48
12041,11.8,B,15.12
12042,13.8,B,6.18
12043,421.6,B,389.84
12044,10.7,B,10.14
12045,8.46,B,5.29
12046,11.5,B,13.32
12047,6.75,B,7.29
12048,9.54,B,4.73
12049,6.8,B,5.95
12050,8.5,B,9.83
12051,605.88,B,571.06
12052,8.7,B,11.64
12053,398.48,B,399.64
12054,7.6,B,6.84
12055,8.9,B,8.56
12056,9.3,B,10.66
12057,13.8,B,10.47
12058,542.64,B,827.15
12059,10.7,B,6.7
12060,539.24,B,425.54
12061,9.0,B,5.1
12062,435.2,B,847.21
12063,9.9,B,11.1
12064,12.1,B,18.14
12065,517.48,B,400.25
12066,9.2,B,9.74
12067,10.5,B,7.82
12068,354.96,B,508.78
12069,7.2,B,8.96
12070,402.56,B,254.93
12071,524.28,B,793.15
12072,7.11,B,7.48
12073,9.8,B,8.13
12074,458.32,B,426.56
12075,8.1,B,16.34
12076,565.76,B,786.08
12077,485.52,B,289.27
12078,524.96,B,575.35
12079,357.68,B,334.36
12080,410.72,B,253.78
12081,403.24,B,434.18
12082,7.83,B,8.41
12083,8.28,B,4.81
12084,9.6,B,6.0
12085,13.3,B,9.4
12086,9.5,B,17.88
12087,10.9,B,7.78
12088,9.8,B,13.05
12089,9.7,B,12.46
12090,12.3,B,19.08
12091,9.81,B,5.0
12092,10.8,B,11.14
12093,9.45,B,15.55
12094,10.1,B,8.31
12095,7.8,B,11.3
12096,9.5,B,5.11
12097,582.76,B,477.77
12098,10.1,B,12.0
12099,9.9,B,12.14
12100,12.3,B,5.22
12101,11.4,B,9.69
12102,490.28,B,228.89
12103,10.3,B,5.93
12104,10.7,B,5.25
12105,643.28,B,241.33
12106,9.27,B,12.24
12107,393.04,B,435.34
12108,9.2,B,10.54
12109,8.7,B,9.6
12110,10.7,B,8.83
12111,12.1,B,8.85
12112,11.6,B,6.65
12113,10.5,B,10.54
12114,8.6,B,10.44
12115,6.57,B,2.91
12116,7.29,B,6.06
12117,436.56,B,637.5
12118,10.4,B,7.14
12119,10.9,B,5.2
12120,9.63,B,3.98
12121,9.6,B,13.98
12122,548.76,B,316.34
12123,357.0,B,471.17
12124,8.73,B,7.28
12125,9.9,B,18.54
12126,8.3,B,7.48
12127,550.8,B,323.68
12128,361.76,B,211.96
12129,10.0,B,5.62
12130,484.16,B,968.05
12131,556.92,B,412.15
12132,7.4,B,7.77
12133,11.8,B,5.12
12134,9.18,B,7.17
12135,9.72,B,17.39
12136,12.3,B,8.91
12137,12.5,B,8.5
12138,266.56,B,387.74
12139,533.8,B,849.52
12140,9.8,B,10.37
12141,658.24,B,196.79
12142,7.11,B,10.94
12143,8.73,B,7.05
12144,11.6,B,17.5
12145,452.2,B,757.79
12146,542.64,B,559.03
12147,445.4,B,355.64
12148,501.16,B,437.24
12149,9.8,B,9.87
12150,353.6,B,366.86
12151,11.9,B,9.99
12152,5.49,B,6.89
12153,8.64,B,8.78
12154,9.1,B,6.45
12155,399.84,B,222.36
12156,603.84,B,453.08
12157,11.4,B,6.63
12158,7.4,B,11.91
12159,11.1,B,26.2
12160,575.96,B,238.88
12161,7.0,B,10.19
12162,488.92,B,714.48
12163,9.9,B,4.6
12164,7.92,B,10.23
12165,9.18,B,6.26
12166,10.5,B,10.02
12167,9.0,B,7.79
12168,8.3,B,8.71
12169,11.8,B,9.95
12170,10.8,B,14.92
12171,447.44,B,633.83
12172,11.5,B,11.04
12173,9.45,B,9.4
12174,8.64,B,4.99
12175,322.32,B,206.04
12176,10.4,B,10.42
12177,7.38,B,6.11
12178,8.28,B,12.64
12179,9.0,B,5.73
12180,8.28,B,6.64
12181,6.8,B,14.05
12182,9.2,B,9.98
12183,7.83,B,6.92
12184,11.2,B,14.22
12185,8.73,B,6.6
12186,7.4,B,10.31
12187,10.1,B,10.16
12188,9.72,B,4.73
12189,8.8,B,9.32
12190,10.9,B,12.18
12191,371.96,B,352.92
12192,12.1,B,10.16
12193,9.8,B,9.84
12194,8.6,B,7.13
12195,7.6,B,10.74
12196,503.2,B,484.91
12197,9.18,B,8.51
12198,6.39,B,7.41
12199,9.18,B,5.1
12200,8.2,B,5.06
12201,9.5,B,8.24
12202,11.2,B,7.78
12203,11.0,B,9.28
12204,7.74,B,10.29
12205,10.7,B,10.46
12206,450.84,B,281.72
12207,8.8,B,9.73
12208,10.9,B,8.81
12209,8.6,B,13.56
12210,518.84,B,190.2
12211,512.04,B,795.33
12212,7.2,B,14.49
12213,7.2,B,10.13
12214,9.4,B,8.96
12215,9.8,B,10.32
12216,11.2,B,7.15
12217,331.16,B,467.5
12218,7.56,B,4.42
12219,10.0,B,15.2
12220,333.88,B,337.82
12221,12.7,B,5.54
12222,8.01,B,12.65
12223,11.7,B,11.61
12224,432.48,B,397.73
12225,8.8,B,9.18
12226,10.4,B,9.46
12227,11.8,B,11.92
12228,9.1,B,10.7
12229,11.5,B,7.39
12230,508.64,B,414.26
12231,13.6,B,15.65
12232,8.3,B,10.22
12233,7.83,B,5.98
12234,7.4,B,7.45
12235,10.6,B,6.01
12236,6.3,B,6.61
12237,12.2,B,5.94
12238,9.09,B,4.79
12239,8.55,B,4.33
12240,371.96,B,811.85
12241,9.6,B,9.86
12242,540.6,B,577.12
12243,6.66,B,6.87
12244,10.9,B,5.46
12245,8.37,B,11.18
12246,10.0,B,8.33
12247,461.72,B,617.3
12248,510.0,B,611.39
12249,8.3,B,10.97
12250,9.7,B,7.35
12251,341.36,B,253.16
12252,524.28,B,462.94
12253,10.2,B,9.23
