ID,premium,risk_type,currency
2355,11,A,USD
2356,12.3,A,USD
2357,10.2,A,EUR
2358,11.9,A,EUR
2359,12.1,A,USD
2360,10.2,A,EUR
2361,14.3,A,USD
2362,90,A,CNY
2363,13.1,A,USD
2364,12.9,A,EUR
2365,13,A,EUR
2366,13.2,A,USD
2367,13.3,A,USD
2368,81.7,A,CNY
2369,82.6,A,CNY
2370,12.8,A,USD
2371,11.8,A,USD
2372,90,A,CNY
2373,10.7,A,EUR
2374,13,A,EUR
2375,13.4,A,USD
2376,13.4,A,USD
2377,10.9,A,EUR
2378,11.9,A,EUR
2379,98.2,A,CNY
2380,12.7,A,USD
2381,14.8,A,USD
2382,89.3,A,CNY
2383,13.5,A,USD
2384,13.9,A,USD
2385,13.8,A,USD
2386,13.4,A,USD
2387,11.9,A,EUR
2388,15,A,USD
2389,13.2,A,EUR
2390,75.8,A,CNY
2391,14.5,A,USD
2392,95.5,A,CNY
2393,12.1,A,USD
2394,98.9,A,CNY
2395,82.8,A,CNY
2396,16.4,A,USD
2397,15.2,A,USD
2398,11.8,A,USD
2399,14.1,A,EUR
2400,13.6,A,USD
2401,12,A,USD
2402,11.3,A,EUR
2403,11.9,A,USD
2404,12.5,A,EUR
2405,14.4,A,USD
2406,11.2,A,EUR
2407,92.9,A,CNY
2408,11.9,A,EUR
2409,10.9,A,EUR
2410,84.9,A,CNY
2411,11.3,A,EUR
2412,99.2,A,CNY
2413,99,A,CNY
2414,81.1,A,CNY
2415,12.1,A,EUR
2416,11.9,A,USD
2417,12.8,A,EUR
2418,12.8,A,USD
2419,12.2,A,USD
2420,88.8,A,CNY
2421,11.9,A,USD
2422,13.1,A,EUR
2423,90.1,A,CNY
2424,10.4,A,EUR
2425,95.4,A,CNY
2426,11.7,A,USD
2427,11.6,A,EUR
2428,13,A,USD
2429,15,A,USD
2430,88.9,A,CNY
2431,14,A,USD
2432,14.1,A,USD
2433,12.6,A,USD
2434,14,A,USD
2435,12.7,A,USD
2436,12.6,A,USD
2437,10.6,A,USD
2438,98.7,A,CNY
2439,66.5,A,CNY
2440,13.2,A,USD
2441,14.1,A,USD
2442,11.7,A,USD
2443,13.4,A,USD
2444,13.8,A,USD
2445,11,A,EUR
2446,11.4,A,EUR
2447,11.3,A,EUR
2448,89.5,A,CNY
2449,12.4,A,USD
2450,10.6,A,EUR
2451,13.1,A,EUR
2452,77.2,A,CNY
2453,12.8,A,USD
2454,10.5,A,USD
2455,81.3,A,CNY
2456,13.7,A,USD
2457,9.8,A,EUR
2458,14.1,A,USD
2459,103,A,CNY
2460,11.8,A,EUR
2461,12.8,A,USD
2462,12.6,A,USD
2463,12.7,A,USD
2464,100.8,A,CNY
2465,87,A,CNY
2466,12.4,A,EUR
2467,14.2,A,USD
2468,73.3,A,CNY
2469,12.9,A,USD
2470,86.1,A,CNY
2471,13.7,A,USD
2472,13.2,A,USD
2473,15.6,A,USD
2474,13.8,A,USD
2475,10.4,A,USD
2476,13,A,USD
2477,13.4,A,EUR
2478,11.7,A,EUR
2479,11.6,A,EUR
2480,96.9,A,CNY
2481,91,A,CNY
2482,10.4,A,EUR
2483,83.7,A,CNY
2484,84.5,A,CNY
2485,12.3,A,USD
2486,13.9,A,USD
2487,11.2,A,EUR
2488,12.5,A,USD
2489,11.4,A,EUR
2490,13.7,A,USD
2491,12.1,A,EUR
2492,12.9,A,USD
2493,11.8,A,USD
2494,12.6,A,USD
2495,13.6,A,USD
2496,10.9,A,EUR
2497,90.8,A,CNY
2498,89.3,A,CNY
2499,11.9,A,USD
2500,13,A,USD
2501,12,A,EUR
2502,77.3,A,CNY
2503,78.7,A,CNY
2504,13.7,A,USD
2505,12.9,A,USD
2506,11.7,A,EUR
2507,77.3,A,CNY
2508,85.8,A,CNY
2509,95.1,A,CNY
2510,96.7,A,CNY
2511,100.5,A,CNY
2512,10.5,A,USD
2513,11.6,A,EUR
2514,11.1,A,EUR
2515,80.1,A,CNY
2516,14,A,USD
2517,14,A,USD
2518,13.4,A,EUR
2519,12.4,A,USD
2520,12.1,A,EUR
2521,12.6,A,EUR
2522,11.6,A,EUR
2523,13.5,A,USD
2524,86.7,A,CNY
2525,12.6,A,USD
2526,13.3,A,USD
2527,85.7,A,CNY
2528,90.2,A,CNY
2529,14.4,A,USD
2530,14.1,A,USD
2531,11.3,A,EUR
2532,10.1,A,USD
2533,12,A,USD
2534,12.9,A,USD
2535,12.3,A,USD
2536,14.5,A,USD
2537,10.6,A,EUR
2538,11.8,A,USD
2539,91.3,A,CNY
2540,12.5,A,USD
2541,88.1,A,CNY
2542,75,A,CNY
2543,12.4,A,USD
2544,13.3,A,USD
2545,67.5,A,CNY
2546,14.5,A,USD
2547,75.7,A,CNY
2548,10.9,A,USD
2549,12.3,A,EUR
2550,14.7,A,USD
2551,13.9,A,USD
2552,12,A,USD
2553,85.3,A,CNY
2554,90.2,A,CNY
2555,12.8,A,USD
2556,8.5,A,EUR
2557,11.7,A,EUR
2558,92.5,A,CNY
2559,87.8,A,CNY
2560,13,A,EUR
2561,11.5,A,EUR
2562,13.6,A,USD
2563,11.5,A,EUR
2564,13.7,A,USD
2565,11,A,USD
2566,13.7,A,USD
2567,91.2,A,CNY
2568,11.1,A,EUR
2569,13.2,A,EUR
2570,11.3,A,USD
2571,11.6,A,EUR
2572,73.4,A,CNY
2573,12,A,USD
2574,91.6,A,CNY
2575,11,A,EUR
2576,11.8,A,EUR
2577,13.9,A,USD
2578,13,A,USD
2579,10.9,A,EUR
2580,13,A,USD
2581,12.7,A,USD
2582,12.5,A,USD
2583,13.5,A,EUR
2584,11.5,A,USD
2585,12,A,EUR
2586,14.1,A,USD
2587,10.8,A,EUR
2588,84.7,A,CNY
2589,13.6,A,USD
2590,101.3,A,CNY
2591,12.2,A,USD
2592,101.4,A,CNY
2593,14,A,USD
2594,13.1,A,USD
2595,90.2,A,CNY
2596,90.6,A,CNY
2597,9.9,A,EUR
2598,14.7,A,USD
2599,13.9,A,USD
2600,14.5,A,USD
2601,11.5,A,EUR
2602,11,A,EUR
2603,76.4,A,CNY
2604,13.5,A,USD
2605,12.1,A,USD
2606,85.8,A,CNY
2607,13.2,A,USD
2608,11.8,A,USD
2609,12.1,A,EUR
2610,13.9,A,USD
2611,102.5,A,CNY
2612,93.8,A,CNY
2613,79.8,A,CNY
2614,13.9,A,USD
2615,13,A,USD
2616,14.2,A,USD
2617,13.4,A,USD
2618,14.4,A,USD
2619,11.5,A,EUR
2620,14,A,USD
2621,14.6,A,USD
2622,78.3,A,CNY
2623,80.2,A,CNY
2624,100.1,A,CNY
2625,12.2,A,EUR
2626,14,A,EUR
2627,13.2,A,USD
2628,12.5,A,EUR
2629,96.1,A,CNY
2630,12,A,EUR
2631,14.8,A,USD
2632,14.2,A,USD
2633,14.8,A,USD
2634,12,A,EUR
2635,12.2,A,USD
2636,12.2,A,EUR
2637,13.2,A,USD
2638,15.1,A,USD
2639,12.4,A,EUR
2640,13.3,A,USD
2641,13.1,A,USD
2642,98.1,A,CNY
2643,82.7,A,CNY
2644,84.1,A,CNY
2645,12.3,A,USD
2646,87.6,A,CNY
2647,9.8,A,EUR
2648,11.9,A,EUR
2649,86,A,CNY
2650,12.5,A,USD
2651,12.4,A,EUR
2652,14,A,USD
2653,13.4,A,USD
2654,85,A,CNY
2655,82.6,A,CNY
2656,9.8,A,EUR
2657,10.9,A,EUR
2658,11.3,A,USD
2659,15,A,USD
2660,11.3,A,EUR
2661,11.3,A,EUR
2662,13.2,A,USD
2663,13.3,A,EUR
2664,10.9,A,USD
2665,11.6,A,USD
2666,101.9,A,CNY
2667,14.6,A,USD
2668,86.2,A,CNY
2669,12.9,A,USD
2670,13,A,USD
2671,13.4,A,USD
2672,107.3,A,CNY
2673,83.4,A,CNY
2674,89.2,A,CNY
2675,12.9,A,EUR
2676,12.3,A,USD
2677,11.5,A,EUR
2678,13.7,A,USD
2679,13.8,A,USD
2680,12.2,A,USD
2681,73.8,A,CNY
2682,12,A,USD
2683,13,A,USD
2684,11.7,A,EUR
2685,11.5,A,USD
2686,11.2,A,EUR
2687,13,A,USD
2688,90.6,A,CNY
2689,12.3,A,USD
2690,14.2,A,USD
2691,101,A,CNY
2692,14.1,A,USD
2693,93.9,A,CNY
2694,12.2,A,USD
2695,10.5,A,EUR
2696,85.5,A,CNY
2697,10.5,A,EUR
2698,12.8,A,USD
2699,12.9,A,USD
2700,12.9,A,EUR
2701,12.4,A,EUR
2702,12.5,A,USD
2703,103.4,A,CNY
2704,96.9,A,CNY
2705,94.6,A,CNY
2706,13.3,A,USD
2707,13.1,A,USD
2708,12.9,A,EUR
2709,93,A,CNY
2710,85.1,A,CNY
2711,11.8,A,EUR
2712,11,A,EUR
2713,98.1,A,CNY
2714,73.3,A,CNY
2715,14,A,USD
2716,87.9,A,CNY
2717,13.3,A,USD
2718,12.3,A,USD
2719,93,A,CNY
2720,13.9,A,USD
2721,11.7,A,EUR
2722,81.2,A,CNY
2723,12.7,A,USD
2724,13.2,A,USD
2725,13.6,A,EUR
2726,91.8,A,CNY
2727,14.4,A,USD
2728,81.8,A,CNY
2729,11.3,A,USD
2730,14.3,A,USD
2731,14.1,A,USD
2732,16.1,A,USD
2733,95.6,A,CNY
2734,11.4,A,EUR
2735,80.8,A,CNY
2736,11,A,EUR
2737,10.5,A,USD
2738,12.2,A,EUR
2739,12.6,A,USD
2740,82.4,A,CNY
2741,14.2,A,USD
2742,82.7,A,CNY
2743,88.8,A,CNY
2744,76,A,CNY
2745,87.4,A,CNY
2746,12,A,USD
2747,13.4,A,USD
2748,11.2,A,EUR
2749,12.5,A,USD
2750,10.3,A,EUR
2751,11.8,A,EUR
2752,93.7,A,CNY
2753,11.3,A,EUR
2754,84.2,A,CNY
2755,12.6,A,USD
2756,11.9,A,USD
2757,12.8,A,EUR
2758,10.8,A,EUR
2759,14.2,A,USD
2760,13,A,USD
2761,13.1,A,EUR
2762,11.7,A,USD
2763,13.7,A,EUR
2764,84.4,A,CNY
2765,13,A,USD
2766,12,A,USD
2767,12.1,A,USD
2768,13.2,A,USD
2769,14.6,A,USD
2770,13.5,A,USD
2771,11.5,A,USD
2772,10.2,A,EUR
2773,13.8,A,USD
2774,76.3,A,CNY
2775,11,A,USD
2776,12.7,A,USD
2777,11.7,A,EUR
2778,14.3,A,USD
2779,12.6,A,USD
2780,14.6,A,USD
2781,13.1,A,USD
2782,14,A,EUR
2783,12.8,A,USD
2784,85.7,A,CNY
2785,13.5,A,USD
2786,77.2,A,CNY
2787,84,A,CNY
2788,13.2,A,EUR
2789,11.1,A,EUR
2790,83.3,A,CNY
2791,13.3,A,USD
2792,104.2,A,CNY
2793,79.6,A,CNY
2794,12.8,A,USD
2795,13.3,A,USD
2796,13.1,A,USD
2797,10.5,A,USD
2798,11.9,A,USD
2799,12.7,A,EUR
2800,13.6,A,EUR
2801,13.5,A,USD
2802,13.9,A,USD
2803,13.4,A,USD
2804,12.3,A,USD
2805,12.1,A,USD
2806,97.6,A,CNY
2807,12.2,A,USD
2808,13.7,A,USD
2809,94.9,A,CNY
2810,12.2,A,USD
2811,88.3,A,CNY
2812,91.7,A,CNY
2813,89.1,A,CNY
2814,13.5,A,EUR
2815,12.2,A,USD
2816,92.2,A,CNY
2817,13.5,A,USD
2818,12.2,A,EUR
2819,12.9,A,USD
2820,15.7,A,USD
2821,13.8,A,USD
2822,10.5,A,USD
2823,13.4,A,USD
2824,15.7,A,USD
2825,12.1,A,USD
2826,13.2,A,USD
2827,11.6,A,EUR
2828,12.6,A,USD
2829,12.1,A,USD
2830,12.7,A,USD
2831,11.9,A,USD
2832,90.4,A,CNY
2833,82.7,A,CNY
2834,12.6,A,USD
2835,92.7,A,CNY
2836,13.4,A,EUR
2837,84.1,A,CNY
2838,76.5,A,CNY
2839,14,A,USD
2840,11.5,A,USD
2841,92.6,A,CNY
2842,13.1,A,USD
2843,12.4,A,USD
2844,13.3,A,USD
2845,87.1,A,CNY
2846,13.2,A,USD
2847,83.2,A,CNY
2848,12.4,A,USD
2849,13.8,A,USD
2850,90.4,A,CNY
2851,13.2,A,USD
2852,11.6,A,USD
2853,94.9,A,CNY
2854,11,A,USD
2855,13.9,A,USD
2856,12.7,A,USD
2857,90.5,A,CNY
2858,11.6,A,USD
2859,11.1,A,USD
2860,15.4,A,USD
2861,12.4,A,USD
2862,14.2,A,USD
2863,13.4,A,USD
2864,80.1,A,CNY
2865,10.6,A,EUR
2866,13.3,A,USD
2867,12.8,A,USD
2868,15.1,A,USD
2869,12.9,A,USD
2870,86,A,CNY
2871,12.8,A,EUR
2872,11.3,A,USD
2873,95,A,CNY
2874,12.7,A,EUR
2875,87.5,A,CNY
2876,14.2,A,USD
2877,12.8,A,USD
2878,16.3,A,USD
2879,12.3,A,EUR
2880,89.5,A,CNY
2881,12.5,A,USD
2882,74.7,A,CNY
2883,12.5,A,USD
2884,15.2,A,USD
2885,14.8,A,USD
2886,84.7,A,CNY
2887,11.4,A,EUR
2888,81.5,A,CNY
2889,13,A,USD
2890,12.3,A,EUR
2891,12.9,A,USD
2892,14.8,A,USD
2893,11.2,A,USD
2894,12.5,A,USD
2895,11.1,A,USD
2896,11.8,A,USD
2897,11.8,A,USD
2898,15.2,A,USD
2899,13.6,A,USD
2900,13.1,A,USD
2901,13.5,A,USD
2902,12.7,A,USD
2903,14.6,A,USD
2904,12.7,A,USD
2905,80.7,A,CNY
2906,11.8,A,USD
2907,93.6,A,CNY
2908,95.1,A,CNY
2909,14.3,A,USD
2910,11,A,USD
2911,13.8,A,USD
2912,74.8,A,CNY
2913,13.5,A,EUR
2914,11.9,A,USD
2915,12.6,A,USD
2916,9.4,A,EUR
2917,73.5,A,CNY
2918,13.2,A,USD
2919,97.9,A,CNY
2920,14.8,A,USD
2921,13.3,A,USD
2922,13.5,A,EUR
2923,12.6,A,EUR
2924,12.5,A,EUR
2925,12.7,A,EUR
2926,14.4,A,USD
2927,14.8,A,USD
2928,10.6,A,EUR
2929,94.6,A,CNY
2930,11.9,A,EUR
2931,12,A,EUR
2932,87.5,A,CNY
2933,16.8,A,USD
2934,12.9,A,USD
2935,72.6,A,CNY
2936,10.5,A,EUR
2937,13.4,A,USD
2938,12.8,A,EUR
2939,73.3,A,CNY
2940,11.8,A,EUR
2941,81.4,A,CNY
2942,81.8,A,CNY
2943,99.4,A,CNY
2944,13.9,A,EUR
2945,86.5,A,CNY
2946,12.6,A,EUR
2947,69.5,A,CNY
2948,13.2,A,EUR
2949,12.2,A,EUR
2950,85.2,A,CNY
2951,13,A,USD
2952,13.2,A,USD
2953,11.4,A,USD
2954,96,A,CNY
2955,83,A,CNY
2956,13,A,USD
2957,12.8,A,USD
2958,13.5,A,USD
2959,81.8,A,CNY
2960,91.1,A,CNY
2961,12.8,A,EUR
2962,79,A,CNY
2963,12.1,A,EUR
2964,12.3,A,USD
2965,11.4,A,EUR
2966,14.3,A,USD
2967,84.3,A,CNY
2968,13.5,A,USD
2969,12,A,USD
2970,12.8,A,USD
2971,12.3,A,USD
2972,11.6,A,EUR
2973,96,A,CNY
2974,13.7,A,USD
2975,75.2,A,CNY
2976,13.8,A,USD
2977,13.2,A,USD
2978,12.8,A,USD
2979,13.5,A,USD
2980,12.4,A,USD
2981,13,A,USD
2982,13,A,EUR
2983,96,A,CNY
2984,11.8,A,EUR
2985,12.7,A,USD
2986,9.8,A,EUR
2987,15.4,A,USD
2988,69.4,A,CNY
2989,93.1,A,CNY
2990,11.7,A,USD
2991,9.8,A,USD
2992,12.5,A,EUR
2993,11.8,A,USD
2994,12.6,A,USD
2995,12.9,A,USD
2996,14.4,A,USD
2997,78.2,A,CNY
2998,12.8,A,USD
2999,89.8,A,CNY
3000,95.8,A,CNY
3001,15.7,A,USD
3002,10.1,A,EUR
3003,11.3,A,EUR
3004,14.3,A,USD
3005,13.2,A,USD
3006,91.8,A,CNY
3007,85.1,A,CNY
3008,16,A,USD
3009,12.3,A,USD
3010,14.1,A,USD
3011,11,A,EUR
3012,10.9,A,USD
3013,14.3,A,USD
3014,13.1,A,USD
3015,14.5,A,USD
3016,13.3,A,USD
3017,9.7,A,EUR
3018,11.1,A,EUR
3019,88.9,A,CNY
3020,10.8,A,EUR
3021,84.8,A,CNY
3022,10.1,A,EUR
3023,10,A,EUR
3024,13.8,A,USD
3025,11.8,A,USD
3026,93,A,CNY
3027,11.8,A,USD
3028,12,A,EUR
3029,11.8,A,USD
3030,71.8,A,CNY
3031,12.4,A,USD
3032,10.1,A,EUR
3033,94.2,A,CNY
3034,10.1,A,USD
3035,14.1,A,USD
3036,11.8,A,EUR
3037,10,A,EUR
3038,13.4,A,USD
3039,14.2,A,EUR
3040,82.4,A,CNY
3041,10.5,A,EUR
3042,12.2,A,USD
3043,14.7,A,USD
3044,90,A,CNY
3045,11.8,A,USD
3046,72.9,A,CNY
3047,12,A,USD
3048,14.6,A,USD
3049,15.3,A,USD
3050,71.7,A,CNY
3051,13.2,A,EUR
3052,75.5,A,CNY
3053,11.9,A,USD
3054,11.3,A,EUR
3055,82.6,A,CNY
3056,94.2,A,CNY
3057,92.3,A,CNY
3058,11.5,A,USD
3059,13.7,A,USD
3060,85,A,CNY
3061,14,A,USD
3062,86.3,A,CNY
3063,11.5,A,USD
3064,12.6,A,USD
3065,11.9,A,USD
3066,92.9,A,CNY
3067,90.6,A,CNY
3068,11.8,A,USD
3069,14.6,A,USD
3070,88.4,A,CNY
3071,11,A,EUR
3072,14.1,A,USD
3073,12.2,A,EUR
3074,12.7,A,USD
3075,11.7,A,EUR
3076,77.7,A,CNY
3077,99.2,A,CNY
3078,11.5,A,EUR
3079,81.2,A,CNY
3080,12.4,A,USD
3081,13.2,A,USD
3082,10.9,A,EUR
3083,12.5,A,EUR
3084,91,A,CNY
3085,11.8,A,EUR
3086,12.9,A,USD
3087,12.2,A,USD
3088,88.3,A,CNY
3089,14.8,A,USD
3090,13.5,A,USD
3091,13.9,A,USD
3092,92.1,A,CNY
3093,12.4,A,USD
3094,10.8,A,USD
3095,11.8,A,USD
3096,14,A,USD
3097,10.8,A,EUR
3098,11.4,A,EUR
3099,96.5,A,CNY
3100,11.6,A,USD
3101,100.3,A,CNY
3102,13.3,A,USD
3103,12.2,A,EUR
3104,12.6,A,USD
3105,13,A,USD
3106,12.4,A,USD
3107,13.6,A,EUR
3108,15.2,A,USD
3109,12.3,A,USD
3110,15.3,A,USD
3111,12.8,A,EUR
3112,12.4,A,USD
3113,11.8,A,USD
3114,13.2,A,USD
3115,79.6,A,CNY
3116,13.2,A,USD
3117,14.4,A,USD
3118,12,A,EUR
3119,12.8,A,EUR
3120,12,A,EUR
3121,12.2,A,USD
3122,12.3,A,USD
3123,13,A,USD
3124,68.9,A,CNY
3125,10.3,A,EUR
3126,12.5,A,USD
3127,12,A,USD
3128,85.6,A,CNY
3129,10.6,A,USD
3130,13.6,A,USD
3131,12.3,A,EUR
3132,13.5,A,EUR
3133,12.2,A,EUR
3134,12.1,A,EUR
3135,12.3,A,USD
3136,77,A,CNY
3137,86.1,A,CNY
3138,11.8,A,EUR
3139,11.3,A,EUR
3140,13.6,A,USD
3141,94.5,A,CNY
3142,91.4,A,CNY
3143,74.1,A,CNY
3144,11.1,A,EUR
3145,12.8,A,EUR
3146,12,A,EUR
3147,14.2,A,USD
3148,87.8,A,CNY
3149,13.2,A,USD
3150,13.2,A,USD
3151,98.4,A,CNY
3152,83.6,A,CNY
3153,91.9,A,CNY
3154,13.1,A,USD
3155,11.5,A,EUR
3156,81.5,A,CNY
3157,11.8,A,EUR
3158,13.2,A,USD
3159,13.8,A,USD
3160,14.2,A,USD
3161,92.8,A,CNY
3162,14.6,A,USD
3163,79.5,A,CNY
3164,12.9,A,EUR
3165,80.7,A,CNY
3166,11.7,A,USD
3167,12.4,A,USD
3168,13.1,A,USD
3169,11.1,A,EUR
3170,13.4,A,USD
3171,12.2,A,USD
3172,85,A,CNY
3173,9.3,A,EUR
3174,86.2,A,CNY
3175,10.5,A,EUR
3176,13.3,A,EUR
3177,14.4,A,USD
3178,11.3,A,USD
3179,12.5,A,USD
3180,14.4,A,USD
3181,10.2,A,EUR
3182,82.5,A,CNY
3183,83.1,A,CNY
3184,11.4,A,USD
3185,12.7,A,EUR
3186,11.8,A,USD
3187,13.7,A,USD
3188,11.5,A,USD
3189,8.9,A,EUR
3190,14.1,A,USD
3191,71.3,A,CNY
3192,12.6,A,USD
3193,15.1,A,USD
3194,12.3,A,USD
3195,13.8,A,USD
3196,14.1,A,USD
3197,13.3,A,USD
3198,91.1,A,CNY
3199,14.6,A,USD
3200,13,A,USD
3201,13.3,A,EUR
3202,93.5,A,CNY
3203,13.2,A,USD
3204,12.1,A,EUR
3205,95,A,CNY
3206,12.2,A,USD
3207,88,A,CNY
3208,11.9,A,USD
3209,12.3,A,EUR
3210,13.7,A,USD
3211,12.1,A,EUR
3212,72.9,A,CNY
3213,13.2,A,USD
3214,10.5,A,EUR
3215,11.9,A,EUR
3216,14.2,A,USD
3217,13,A,EUR
3218,87.2,A,CNY
3219,11.1,A,EUR
3220,11.2,A,EUR
3221,13.3,A,USD
3222,10.5,A,USD
3223,81.2,A,CNY
3224,10.2,A,EUR
3225,13.2,A,USD
3226,11.5,A,EUR
3227,86.2,A,CNY
3228,11.8,A,USD
3229,12.3,A,EUR
3230,91.8,A,CNY
3231,14.8,A,USD
3232,14.1,A,USD
3233,16.2,A,USD
3234,99,A,CNY
3235,12.4,A,EUR
3236,13.9,A,EUR
3237,14.4,A,USD
3238,14.1,A,USD
3239,15.5,A,USD
3240,12.9,A,USD
3241,11.1,A,EUR
3242,95.3,A,CNY
3243,99.7,A,CNY
3244,13.2,A,USD
3245,96.5,A,CNY
3246,10.6,A,EUR
3247,82.2,A,CNY
3248,13.3,A,USD
3249,13.3,A,EUR
3250,14,A,USD
3251,10.3,A,EUR
3252,13.7,A,USD
3253,13.6,A,USD
3254,12.7,A,USD
3255,12.1,A,USD
3256,76.7,A,CNY
3257,11.7,A,USD
3258,15.7,A,USD
3259,12.1,A,USD
3260,10.8,A,EUR
3261,11.7,A,EUR
3262,76.3,A,CNY
3263,13.2,A,USD
3264,11.9,A,USD
3265,84.6,A,CNY
3266,11.4,A,USD
3267,10.9,A,USD
3268,12.7,A,EUR
3269,9.3,A,EUR
3270,88.4,A,CNY
3271,12.2,A,USD
3272,12.2,A,USD
3273,12.5,A,USD
3274,98.3,A,CNY
3275,86.7,A,CNY
3276,12.5,A,USD
3277,12,A,EUR
3278,11.1,A,USD
3279,12.4,A,EUR
3280,12.5,A,USD
3281,81.3,A,CNY
3282,12.6,A,EUR
3283,13.5,A,USD
3284,11.4,A,USD
3285,101.5,A,CNY
3286,10.9,A,EUR
3287,11.4,A,USD
3288,13.9,A,USD
3289,12,A,USD
3290,12.4,A,EUR
3291,84.7,A,CNY
3292,12.7,A,USD
3293,9.7,A,EUR
3294,11.4,A,EUR
3295,10.9,A,USD
3296,12.2,A,USD
3297,74.4,A,CNY
3298,13.1,A,EUR
3299,12.7,A,USD
3300,11.8,A,USD
3301,11.2,A,EUR
3302,14.5,A,USD
3303,90.4,A,CNY
3304,88.5,A,CNY
3305,10.9,A,EUR
3306,12.9,A,USD
3307,13.9,A,USD
3308,10.4,A,EUR
3309,13.3,A,USD
3310,11.5,A,EUR
3311,11.5,A,EUR
3312,12.6,A,USD
3313,95.6,A,CNY
3314,12.3,A,EUR
3315,13.5,A,USD
3316,13.5,A,USD
3317,83.8,A,CNY
3318,11.7,A,EUR
3319,13.6,A,USD
3320,95.9,A,CNY
3321,11.1,A,EUR
3322,105.4,A,CNY
3323,90.3,A,CNY
3324,12.9,A,EUR
3325,14.4,A,USD
3326,12.7,A,USD
3327,12.3,A,USD
3328,12.8,A,USD
3329,92.1,A,CNY
3330,10.5,A,USD
3331,14.7,A,USD
3332,12.3,A,USD
3333,13.2,A,USD
3334,11,A,EUR
3335,95.1,A,CNY
3336,81.6,A,CNY
3337,13.6,A,USD
3338,85.1,A,CNY
3339,10.8,A,EUR
3340,12.9,A,USD
3341,9.7,A,EUR
3342,78.3,A,CNY
3343,13.2,A,USD
3344,10.7,A,EUR
3345,16,A,USD
3346,92,A,CNY
3347,10.8,A,USD
3348,94.1,A,CNY
3349,13.5,A,USD
3350,84.1,A,CNY
3351,11.7,A,USD
3352,12.5,A,EUR
3353,10.2,A,EUR
3354,13.1,A,USD
3355,10.6,A,USD
3356,13.6,A,USD
3357,90.4,A,CNY
3358,14.3,A,USD
3359,13.1,A,USD
3360,10.2,A,EUR
3361,11,A,USD
3362,96.4,A,CNY
3363,12.6,A,EUR
3364,12.3,A,EUR
3365,13,A,USD
3366,11.6,A,EUR
3367,12.6,A,EUR
3368,12.1,A,EUR
3369,12.9,A,USD
3370,10.6,A,EUR
3371,13,A,EUR
3372,12,A,USD
3373,10.1,A,EUR
3374,81.9,A,CNY
3375,13.3,A,USD
3376,15.2,A,USD
3377,13.3,A,USD
3378,86.5,A,CNY
3379,93.5,A,CNY
3380,14.1,A,USD
3381,13.8,A,EUR
3382,13.5,A,USD
3383,11.4,A,USD
3384,11.7,A,USD
3385,13.9,A,USD
3386,13,A,EUR
3387,12.7,A,EUR
3388,12.9,A,USD
3389,11,A,EUR
3390,13.7,A,USD
3391,94.7,A,CNY
3392,89.2,A,CNY
3393,12.9,A,USD
3394,14.6,A,USD
3395,11.3,A,USD
3396,16,A,USD
3397,13.1,A,EUR
3398,11.6,A,EUR
3399,13.7,A,USD
3400,10.2,A,USD
3401,13.1,A,EUR
3402,11.8,A,EUR
3403,13.3,A,EUR
3404,13.4,A,USD
3405,11.1,A,USD
3406,13.3,A,USD
3407,11.8,A,EUR
3408,78.1,A,CNY
3409,11.7,A,EUR
3410,12.5,A,USD
3411,86.2,A,CNY
3412,14.8,A,USD
3413,11.4,A,EUR
3414,12.4,A,EUR
3415,89.1,A,CNY
3416,14.3,A,USD
3417,12,A,EUR
3418,12.3,A,USD
3419,13,A,USD
3420,11.7,A,USD
3421,13,A,USD
3422,12.2,A,EUR
3423,11.1,A,USD
3424,15,A,USD
3425,9.8,A,EUR
3426,74.7,A,CNY
3427,13,A,USD
3428,12,A,USD
3429,87.4,A,CNY
3430,94.7,A,CNY
3431,12.3,A,USD
3432,13.3,A,USD
3433,13.3,A,USD
3434,79.6,A,CNY
3435,12.6,A,USD
3436,87.1,A,CNY
3437,13.7,A,USD
3438,107.9,A,CNY
3439,90.1,A,CNY
3440,12.4,A,USD
3441,14.3,A,USD
3442,102.5,A,CNY
3443,9.8,A,EUR
3444,12.7,A,EUR
3445,92.8,A,CNY
3446,14.3,A,USD
3447,13.2,A,USD
3448,10.3,A,EUR
3449,81,A,CNY
3450,12.8,A,USD
3451,12.8,A,USD
3452,10.9,A,EUR
3453,88.1,A,CNY
3454,13.8,A,USD
3455,90.9,A,CNY
3456,14.4,A,USD
3457,11.4,A,EUR
3458,12.3,A,EUR
3459,91.4,A,CNY
3460,14.6,A,USD
3461,82.1,A,CNY
3462,10.8,A,USD
3463,13.3,A,USD
3464,95.1,A,CNY
3465,13.1,A,USD
3466,11.9,A,EUR
3467,77.7,A,CNY
3468,14.7,A,USD
3469,104.9,A,CNY
3470,87.9,A,CNY
3471,12.9,A,EUR
3472,101.5,A,CNY
3473,12.9,A,USD
3474,12.3,A,EUR
3475,11.8,A,USD
3476,101.6,A,CNY
3477,11.9,A,EUR
3478,100.1,A,CNY
3479,12.1,A,EUR
3480,12.7,A,USD
3481,13.3,A,USD
3482,11.7,A,EUR
3483,90.4,A,CNY
3484,13.4,A,USD
3485,10.7,A,USD
3486,12.9,A,USD
3487,12.5,A,EUR
3488,14.3,A,USD
3489,14.5,A,USD
3490,69.4,A,CNY
3491,97.8,A,CNY
